serial_timesteps,ep_len_mean,value_loss,clipfrac,ep_reward_mean,policy_loss,policy_entropy,total_timesteps,n_updates,true_reward,time_elapsed,approxkl,fps,explained_variance
171500,22.22,0.00019294294,0.15404801,1.4302352491021155,-0.0025102803,-1.6724105,17150000,343,0.082648255,1172.8960826396942,0.011230008,15930,0.9997404796304181
172000,27.31,0.00019283578,0.15455797,1.9662607891857624,-0.0030584175,-1.6796871,17200000,344,0.08312939,1176.603844165802,0.0112340795,15187,0.9997662426176248
172500,24.14,0.0011274792,0.20842002,1.6142312583327294,-0.0034279241,-1.6873397,17250000,345,0.081009574,1180.4626319408417,0.016529236,18020,0.9985843902686611
173000,27.17,0.0005331203,0.186306,1.982825524583459,-0.004070612,-1.6894472,17300000,346,0.08206815,1183.6565601825714,0.013735442,16883,0.9992709099897183
173500,25.66,0.00020138932,0.15848002,1.7988309384137393,-0.0028634798,-1.7032455,17350000,347,0.08211589,1187.2696154117584,0.011648935,16814,0.9997580321796704
174000,25.5,0.0002120611,0.16097803,1.752340264469385,-0.0032387427,-1.720501,17400000,348,0.08202838,1190.8900310993195,0.011768962,16987,0.9997424292087089
174500,24.22,0.0014732652,0.19902395,1.638267015889287,-0.0044415263,-1.7327112,17450000,349,0.082128204,1194.2391786575317,0.015464641,18541,0.9981107518542558
175000,25.05,0.00015008311,0.14941001,1.6005038549751043,-0.0037326145,-1.7459825,17500000,350,0.08299836,1197.3130774497986,0.01084549,15890,0.9998003551154397
175500,25.39,0.00019076504,0.14945598,1.7664628934115172,-0.0040071663,-1.7592949,17550000,351,0.08115478,1201.0744383335114,0.010956729,17104,0.9997631883452414
176000,24.2,0.0017286867,0.22831598,1.6609118397533893,-0.0026442471,-1.762368,17600000,352,0.08229611,1204.6383724212646,0.018696547,16284,0.9979233588092029
176500,23.5,0.00027318194,0.14145403,1.5345234736055136,-0.0023614,-1.7662141,17650000,353,0.081442006,1208.3329195976257,0.01051392,14871,0.9994919013697654
177000,24.47,0.0021112538,0.21242796,1.7097305213660001,-0.0020929126,-1.7689395,17700000,354,0.08204115,1212.1972103118896,0.017370766,19019,0.997322001028806
177500,24.29,0.0001973337,0.14362198,1.7110851669311524,-0.0034872936,-1.7748898,17750000,355,0.082286365,1215.3658983707428,0.010588926,20657,0.9996954369416926
178000,24.87,0.00019146623,0.15518,1.7361769534647464,-0.0032614477,-1.7825525,17800000,356,0.082143515,1218.368331670761,0.011303513,15734,0.9997419623250607
178500,25.0,0.00018646676,0.16131201,1.6898839339613914,-0.0031402123,-1.7898779,17850000,357,0.08232325,1222.154159784317,0.011879793,16326,0.9997763476858381
179000,22.85,0.0010281731,0.19272995,1.3773406484723092,-0.00391859,-1.7980374,17900000,358,0.080525585,1225.7550113201141,0.014588406,15878,0.9986897312337533
179500,25.38,0.00019637523,0.153324,1.7322017998248338,-0.00355176,-1.8177866,17950000,359,0.08118817,1229.4621152877808,0.011209297,20243,0.9997529459360521
180000,28.15,0.0006516584,0.19392198,1.9127712912112473,-0.0035687853,-1.8234333,18000000,360,0.08060063,1232.6334085464478,0.014462409,17418,0.9991742870188318
180500,24.01,0.0001588623,0.158094,1.606622623205185,-0.003063868,-1.8291589,18050000,361,0.08168876,1236.0394458770752,0.011474921,14329,0.9997976546292193
181000,24.32,0.0001342342,0.14632203,1.6751505315303803,-0.0032764873,-1.8460774,18100000,362,0.08197838,1240.2053186893463,0.010659411,15298,0.9998395047150552
181500,25.78,0.00021352462,0.174338,1.760930951833725,-0.0029614035,-1.8573503,18150000,363,0.080839865,1244.1068768501282,0.012837041,15643,0.9997455996344797
182000,24.12,0.00017024484,0.15932198,1.6018402457237244,-0.002934177,-1.8736502,18200000,364,0.08292673,1247.8314771652222,0.011778291,19101,0.9997988261166029
182500,25.59,0.00020410986,0.15765798,1.7826013439893722,-0.002934563,-1.8860996,18250000,365,0.08081851,1250.9921684265137,0.011571752,19689,0.9997624330717372
183000,24.79,0.0018334475,0.198906,1.6676544852554798,-0.0038446316,-1.8968877,18300000,366,0.08126548,1254.1052513122559,0.01671021,16433,0.9978330607991666
183500,25.57,0.00029012095,0.17109199,1.7799551756680012,-0.0028297564,-1.9140451,18350000,367,0.08148961,1257.7696974277496,0.01257283,14293,0.9997189606074244
184000,27.54,0.00035348377,0.17192797,1.9677026096731425,-0.003680892,-1.9196341,18400000,368,0.08293043,1261.844758272171,0.012717034,18094,0.9995620641566347
184500,24.1,0.00012049444,0.15159002,1.5720154383033513,-0.0032124426,-1.9304364,18450000,369,0.08346836,1265.0052378177643,0.011020279,14775,0.9998492440499831
185000,24.09,0.00012034109,0.15817797,1.7383446963131428,-0.0032359501,-1.9344422,18500000,370,0.08256381,1268.970811367035,0.011579882,14233,0.9998554699850501
185500,24.4,0.00012433827,0.16006,1.6642504627257586,-0.0023615917,-1.9423097,18550000,371,0.08337664,1273.0864140987396,0.0116411615,18817,0.999851845233934
186000,23.92,0.00015088244,0.14818,1.5870150788873434,-0.0039544385,-1.9597313,18600000,372,0.08058293,1276.379726409912,0.010848086,14234,0.9998239868873497
186500,22.25,0.00012567523,0.14996403,1.5154725109040736,-0.0030143945,-1.9699109,18650000,373,0.08244684,1280.5127825737,0.010926297,18406,0.9998502873786492
187000,23.11,0.00012853823,0.15889597,1.5773451769351958,-0.0032250455,-1.9791685,18700000,374,0.08218761,1283.8686118125916,0.011440281,16560,0.9998484839888988
187500,20.59,0.000118289354,0.16442801,1.3782256473600865,-0.002847134,-1.9927449,18750000,375,0.08264583,1287.4848790168762,0.0119455345,14516,0.9998587304726243
188000,22.85,0.00026927458,0.18075202,1.4585816792398691,-0.002941256,-1.9980824,18800000,376,0.081914574,1291.5852558612823,0.013262105,16592,0.999669978627935
188500,23.73,0.0012451399,0.215664,1.651292470768094,-0.00385451,-2.003136,18850000,377,0.081898384,1295.1954936981201,0.01732972,16307,0.9983640058198944
189000,25.37,0.0008275805,0.194264,1.6659813766181468,-0.003854812,-2.009003,18900000,378,0.08193395,1298.7060403823853,0.015779689,15212,0.9988257559016347
189500,26.12,0.0023086239,0.275748,1.7661191058903933,-0.0010867739,-2.008415,18950000,379,0.08037691,1302.5697417259216,0.024406662,16398,0.9969793003983796
190000,25.32,0.0002727225,0.16358,1.7416083405166864,-0.0026539308,-2.0121624,19000000,380,0.082688116,1306.1205880641937,0.012023279,16879,0.9996056427189615
190500,23.45,0.00026447728,0.17038801,1.510794871672988,-0.0024095052,-2.032706,19050000,381,0.08117664,1309.6808185577393,0.012445525,14917,0.9996743150986731
191000,25.11,0.00012847467,0.151642,1.7594693003594875,-0.0025319546,-2.0502284,19100000,382,0.08276337,1313.4553401470184,0.011044957,14639,0.99983284175687
191500,23.56,0.00015013755,0.15115,1.6801741363108158,-0.0035553605,-2.0678205,19150000,383,0.0825468,1317.3974120616913,0.01111284,17979,0.9998186956072459
192000,21.48,0.00015717607,0.16530403,1.4387127409875393,-0.0032512322,-2.0927808,19200000,384,0.08234944,1320.7746789455414,0.012116167,15872,0.9998191144259181
192500,20.97,0.00088424043,0.22034597,1.3316032338142394,-0.0025321946,-2.1024606,19250000,385,0.0824746,1324.1628923416138,0.018232908,18520,0.9988482859916985
193000,24.91,0.00034481368,0.17244004,1.6591529235243798,-0.00343144,-2.1094003,19300000,386,0.08268027,1327.5066056251526,0.0125905955,13245,0.9995680194988381
193500,22.39,0.0026615434,0.26513404,1.5881002121418715,-0.0021771153,-2.1110392,19350000,387,0.08114497,1331.8464732170105,0.024679208,14758,0.9966123048216105
194000,24.28,0.0023786866,0.23857002,1.66769195638597,-0.0024488645,-2.1089432,19400000,388,0.082071535,1335.6759498119354,0.019939288,16283,0.9971274565905333
194500,23.24,0.0032544814,0.28196004,1.6516926720738412,-0.00073834835,-2.1072488,19450000,389,0.081871,1339.3691265583038,0.02612303,16227,0.9961053787264973
195000,22.43,0.00024033932,0.15979797,1.4501539857685566,-0.0029719763,-2.1141212,19500000,390,0.080933124,1343.0115914344788,0.011626732,17158,0.9995642310532276
195500,23.4,0.00016466045,0.148566,1.6286136074364186,-0.002015562,-2.1215522,19550000,391,0.08294565,1346.4968705177307,0.010916413,16522,0.9997865580953658
196000,22.28,0.0004224038,0.16923197,1.382731138318777,-0.0022436304,-2.1257095,19600000,392,0.08350493,1350.214281320572,0.012566201,15671,0.99946890224237
196500,25.8,0.0007523565,0.20750804,1.822992722094059,-0.0028792706,-2.120906,19650000,393,0.08307305,1353.9535460472107,0.016819747,17732,0.998932616901584
197000,25.85,0.002470219,0.26612407,1.7429397506266833,-0.001611747,-2.114543,19700000,394,0.08352212,1357.2468559741974,0.023193799,19023,0.9970459900796413
197500,21.35,0.00037438172,0.155834,1.347158796787262,-0.0027610848,-2.1215658,19750000,395,0.08320824,1360.4699006080627,0.011581465,17504,0.9994549803086556
198000,25.88,0.00017348003,0.14887998,1.8536054592579603,-0.0039440375,-2.1477609,19800000,396,0.08313346,1363.911788702011,0.01089827,17435,0.9997568378748838
198500,23.39,0.0016780294,0.23490599,1.6453326450288295,-0.0029284977,-2.156665,19850000,397,0.08329749,1367.1166129112244,0.020661397,18376,0.9977999329566956
199000,25.21,0.0004267198,0.16552205,1.6343372078239917,-0.0036994445,-2.173728,19900000,398,0.08200947,1370.309822320938,0.012283707,16170,0.9994150436250493
199500,23.49,0.0014408333,0.194342,1.5525191511958838,-0.0035303168,-2.1800644,19950000,399,0.083191454,1374.0220053195953,0.01572795,17091,0.998184741474688
200000,23.94,0.0014669119,0.20253605,1.6200240387022495,-0.004412306,-2.1966903,20000000,400,0.082193986,1377.3658471107483,0.01614619,16921,0.9979989391285926
200500,24.11,0.0008630771,0.192394,1.6695048056542874,-0.004641429,-2.205765,20050000,401,0.08321538,1380.9521234035492,0.015438172,18605,0.9987947685876861
201000,23.12,0.0003346223,0.18575408,1.5427174765616656,-0.0010235213,-2.2075238,20100000,402,0.08441379,1384.1701111793518,0.013864772,16685,0.9995538300136104
201500,21.69,0.000159909,0.16938801,1.5196595775336028,-0.003659344,-2.2222621,20150000,403,0.08236782,1387.8006143569946,0.012406734,16819,0.9997969309042674
202000,23.86,0.00012143363,0.14765401,1.5928963240981102,-0.0035176352,-2.2458687,20200000,404,0.084013,1391.356293439865,0.010674097,18489,0.9998506490228465
202500,25.15,0.00011399286,0.16099998,1.7712136390060187,-0.0032821083,-2.2582548,20250000,405,0.08423154,1394.7323009967804,0.011723256,16337,0.99986464662652
203000,24.17,0.0014021081,0.21406603,1.575708440542221,-0.002818938,-2.2625735,20300000,406,0.08306084,1398.2758493423462,0.017412161,17999,0.9982525887899101
203500,23.15,0.0014110126,0.21573597,1.5989829240739346,-0.0037756693,-2.2822468,20350000,407,0.083500914,1401.6028757095337,0.016862981,14444,0.9982361447764561
204000,23.22,0.0013668404,0.19747998,1.6754504353553057,-0.0047537703,-2.3014398,20400000,408,0.083802216,1405.7386858463287,0.015581515,16893,0.9981776105705649
204500,29.69,0.00025641697,0.18381804,1.959370889738202,-0.0031287353,-2.3155167,20450000,409,0.08428334,1409.2589416503906,0.0136865,17454,0.9996466011507437
205000,22.03,0.00094993244,0.22342592,1.5122720108926295,-0.0034844137,-2.3250945,20500000,410,0.08248811,1412.728196144104,0.017459854,17448,0.9987414038041607
205500,23.3,0.00016083883,0.15618204,1.5385236202180386,-0.0038012993,-2.3517058,20550000,411,0.08346166,1416.2591054439545,0.011441321,17788,0.9998049879359314
206000,26.57,0.0011180138,0.2046,1.9281605353951454,-0.005328591,-2.3746657,20600000,412,0.08414055,1419.486055612564,0.015595232,19734,0.9985661568352953
206500,24.16,0.0003826816,0.18459997,1.5691326724737882,-0.003426525,-2.3937612,20650000,413,0.08276375,1422.578720331192,0.013479517,16981,0.9995271266961936
207000,23.08,0.00025639246,0.18702398,1.5536904653161765,-0.0025917995,-2.405259,20700000,414,0.083309226,1426.1959562301636,0.013735316,18444,0.9996856818615925
207500,24.74,0.00015159391,0.16024598,1.718828703314066,-0.0029369977,-2.420289,20750000,415,0.08390649,1429.4815881252289,0.0116724195,16108,0.99982054712018
208000,21.83,0.00016895554,0.17479405,1.4141140499711036,-0.002692642,-2.4312882,20800000,416,0.08297069,1433.1676363945007,0.012735707,16461,0.9997959857428214
208500,23.77,0.00014295944,0.15374602,1.577786161378026,-0.0038384479,-2.4377654,20850000,417,0.084074706,1436.825499534607,0.01111017,16823,0.9998303558095358
209000,22.64,0.0020852808,0.24307999,1.6222155851125717,-0.002347145,-2.4497747,20900000,418,0.083687305,1440.2159540653229,0.02075852,16037,0.9974949054885656
209500,24.08,0.00238938,0.20496197,1.6574050310254096,-0.002230324,-2.4687684,20950000,419,0.083219275,1443.9167580604553,0.016045192,18739,0.9968919118400663
210000,22.21,0.0002587391,0.17930202,1.5064082469791173,-0.0018182588,-2.4770074,21000000,420,0.083050765,1447.034049987793,0.013055536,18000,0.9996503715519793
210500,25.54,0.0035184282,0.29361594,1.7357356813549996,-0.0023513848,-2.4794464,21050000,421,0.08316097,1450.326658964157,0.027602028,15684,0.9954925868660212
211000,21.7,0.00016990678,0.155356,1.459463258162141,-0.0025359828,-2.4947011,21100000,422,0.0841683,1454.1065468788147,0.011420335,17291,0.9997676055791089
211500,22.47,0.0019105896,0.24223804,1.5448461937904359,-0.0016922494,-2.501023,21150000,423,0.083299026,1457.374118566513,0.020455854,17851,0.9975789510644972
212000,23.73,0.00016171632,0.156838,1.7692163152992726,-0.0029073912,-2.5096886,21200000,424,0.084181726,1460.7406868934631,0.011449439,16409,0.9997890433151042
212500,22.53,0.0028071364,0.26298606,1.5475144316256046,-0.0010459435,-2.5258968,21250000,425,0.083495036,1464.4805274009705,0.023331929,17260,0.9965445932466537
213000,25.0,0.00016389461,0.16287199,1.689964310079813,-0.002452965,-2.5364566,21300000,426,0.08428094,1467.671101808548,0.011899177,15162,0.9997682881512446
213500,23.71,0.00023601597,0.17858398,1.6319229047000408,-0.001191435,-2.5480485,21350000,427,0.08333081,1471.4992516040802,0.013169531,17384,0.9996893044153694
214000,25.73,0.00022267623,0.16929,1.8603410823643207,-0.0037272156,-2.562524,21400000,428,0.08407432,1475.0221009254456,0.012333653,15745,0.9997268519073259
214500,22.96,0.000120159566,0.16334999,1.6462460787594317,-0.0028007764,-2.581123,21450000,429,0.08384436,1478.8900151252747,0.011869682,17477,0.9998507231357507
215000,23.04,0.00012559147,0.171624,1.5733644339442252,-0.002489725,-2.5998042,21500000,430,0.084150955,1482.361383676529,0.01244221,14567,0.9998459103953792
215500,23.25,0.00021406669,0.19302796,1.6492520426213741,-0.00051969534,-2.6172516,21550000,431,0.08374596,1486.1583626270294,0.014226879,17648,0.9997321325936355
216000,23.78,0.0027815143,0.31417796,1.5491255405545235,-0.0009574057,-2.630561,21600000,432,0.08347931,1489.6679294109344,0.03172163,15904,0.9963829515036196
216500,21.63,0.0003687307,0.20492806,1.4880119556933642,-0.0016043182,-2.636888,21650000,433,0.08342866,1493.375476360321,0.015177445,15381,0.999527695326833
217000,23.66,0.0018272593,0.27212998,1.7084996685385705,-0.0015787007,-2.6349397,21700000,434,0.08377342,1497.197140455246,0.025500514,15349,0.9977330733090639
217500,23.76,0.00020127202,0.17716004,1.6911453783512116,-0.0028466724,-2.646513,21750000,435,0.083663195,1501.0396764278412,0.013056752,16501,0.9997084687056486
218000,26.38,0.00026338565,0.194066,1.8598995551466941,-0.0024297456,-2.6666436,21800000,436,0.08319685,1504.300189256668,0.014295633,16871,0.9996760101348627
218500,24.54,0.00024688567,0.18310799,1.6635858438909055,-0.0025006447,-2.6840115,21850000,437,0.08347715,1507.8001871109009,0.01357896,15888,0.999702189466916
219000,22.19,0.00013913648,0.16681603,1.5370523948222399,-0.0021571764,-2.6922193,21900000,438,0.083563186,1511.4955749511719,0.01216051,16921,0.9998305324843386
219500,20.62,0.0008924748,0.22174399,1.3338234408199787,-0.0025120166,-2.694526,21950000,439,0.083676085,1515.0576083660126,0.017727116,16394,0.9989624659065157
220000,24.97,0.00023930133,0.18994197,1.7469285413622857,-0.000857076,-2.700557,22000000,440,0.08326661,1518.639142036438,0.01402068,16726,0.9996916784439236
220500,23.1,0.00016317582,0.18039998,1.5627184394747018,-0.0021928155,-2.7103217,22050000,441,0.082597256,1522.1643452644348,0.013304868,19347,0.9998001362982905
221000,21.03,0.00012605792,0.176696,1.4001352682709693,-0.0021650866,-2.7180386,22100000,442,0.083259344,1525.2647624015808,0.012853532,18391,0.9998467940749833
221500,24.79,0.00015252532,0.16374001,1.80370543718338,-0.0034644592,-2.732645,22150000,443,0.083776735,1528.5957951545715,0.011945423,17837,0.9998165914148558
222000,23.51,0.0025636433,0.29150596,1.6072990024834872,-0.003131464,-2.7465427,22200000,444,0.082374305,1531.6906697750092,0.02881606,15564,0.9968084895517677
222500,20.57,0.0040288228,0.27324602,1.3629161488264798,-0.0019295731,-2.7562034,22250000,445,0.08388188,1535.346512556076,0.024841605,14986,0.9950450086034834
223000,22.13,0.003830671,0.25533605,1.36796236038208,-0.0034421012,-2.7628868,22300000,446,0.08296485,1539.2862906455994,0.021561773,18051,0.9954759627580643
223500,25.37,0.00026980843,0.19959198,1.8214342746883632,0.00013943927,-2.7813032,22350000,447,0.08373834,1542.58163356781,0.014950368,19222,0.9996410770108923
224000,25.48,0.00014038413,0.16525201,1.7643102680146694,-0.0014381114,-2.789872,22400000,448,0.08458534,1545.7859106063843,0.012035699,16095,0.9998181592382025
224500,23.76,0.00023146645,0.18265998,1.6634435535222292,-0.0029194234,-2.7976637,22450000,449,0.08336845,1549.2630898952484,0.013300105,15117,0.9997231441375334
225000,23.67,0.0001914124,0.17730394,1.642951996549964,-0.0018767887,-2.8069851,22500000,450,0.08258921,1552.8248739242554,0.0130431065,15028,0.9997743216663366
225500,23.32,0.00087256124,0.27958196,1.5225935728847981,0.0021948647,-2.8184278,22550000,451,0.083341435,1556.854496717453,0.025907993,16005,0.9988377137342468
226000,22.99,0.00019719214,0.17558403,1.5796422266960144,-0.002348812,-2.825557,22600000,452,0.084519364,1560.596468925476,0.012827636,19034,0.9997664363618242
226500,25.17,0.00013498726,0.16905601,1.7856150583922863,-0.0025950572,-2.8354328,22650000,453,0.08386863,1563.672313451767,0.012484394,16191,0.99983387721295
227000,22.13,0.0013165326,0.23809999,1.4468338386714459,-0.0017462185,-2.8359754,22700000,454,0.08221502,1567.3828916549683,0.019996993,17198,0.9983729146188125
227500,23.09,0.0005966613,0.21080598,1.6594514162838458,-0.0009443328,-2.8329632,22750000,455,0.0839062,1570.770844221115,0.015946824,19886,0.9991643625544384
228000,26.65,0.0011020906,0.24602602,1.822384497523308,-0.0010293452,-2.8242633,22800000,456,0.08333746,1573.8136014938354,0.02074594,18736,0.998670949600637
228500,27.1,0.00017402094,0.19543198,1.960675140172243,-0.00084455474,-2.819467,22850000,457,0.08296947,1576.957862854004,0.014490471,16797,0.9997661209054058
229000,23.68,0.0001479568,0.17693394,1.6113164927065373,-0.002588291,-2.829811,22900000,458,0.08405654,1580.6282589435577,0.012917481,17383,0.9998254279489629
229500,19.57,0.00080497144,0.22708394,1.1833417055010795,-0.0021617946,-2.8457863,22950000,459,0.08375123,1584.161495923996,0.018214874,17079,0.9989291365491226
230000,24.82,0.00022698859,0.18224199,1.7428012209385633,-0.003520681,-2.850574,23000000,460,0.0829103,1587.7119410037994,0.013348628,17354,0.9997190521098673
230500,25.16,0.00027042392,0.210696,1.624582401663065,-0.0018125725,-2.8505888,23050000,461,0.081322536,1591.117041349411,0.016124688,19074,0.9996777136984747
231000,25.9,0.0012037236,0.265814,1.8414286746829749,-0.0013827377,-2.8586967,23100000,462,0.08252535,1594.3506734371185,0.025752798,19192,0.9983843956142664
231500,26.71,0.0014294118,0.26976597,1.7085466466844081,-0.0014653312,-2.859582,23150000,463,0.083148934,1597.4328372478485,0.02248564,16779,0.9981212568236515
232000,20.03,0.00034830338,0.19948195,1.2715176241844892,-0.0023511369,-2.8589096,23200000,464,0.082980715,1601.0061609745026,0.014858583,18804,0.9995388828683645
232500,26.87,0.0011419234,0.235666,1.830504964068532,-0.00048754847,-2.8670597,23250000,465,0.08176684,1604.226582288742,0.019604174,16680,0.9985724666621536
233000,22.93,0.0014094561,0.22057603,1.6251487125456334,-0.0028091553,-2.873679,23300000,466,0.082583025,1607.9409594535828,0.017126804,16024,0.9981313876342028
233500,23.62,0.001424201,0.24149404,1.5948600029200315,-0.0038231192,-2.8749502,23350000,467,0.08358214,1611.676484823227,0.01923038,15206,0.9981945792678744
234000,24.63,0.002210854,0.29217395,1.679120062366128,-0.0018249734,-2.8850534,23400000,468,0.08288028,1615.571494102478,0.025975764,18687,0.9970458874013275
234500,23.77,0.0019522383,0.28256807,1.698799290806055,-0.0005137058,-2.9052649,23450000,469,0.082996346,1618.7001988887787,0.025064971,17307,0.9975710802245885
235000,25.01,0.0013173546,0.22411598,1.774595174267888,-0.0025882358,-2.910407,23500000,470,0.08480052,1622.0209829807281,0.018097876,15143,0.9982023043558002
235500,23.94,0.0010960253,0.252146,1.4811634093523025,-0.00086535973,-2.926371,23550000,471,0.08307924,1625.937302350998,0.020675225,17485,0.9985614995239303
236000,25.29,0.0021320551,0.26131204,1.8556812726706267,-0.0029672098,-2.9359808,23600000,472,0.081652716,1629.3932871818542,0.021439709,20577,0.9972471324726939
236500,24.04,0.0022875806,0.27341604,1.6047269667685031,-0.001353433,-2.9381495,23650000,473,0.08324467,1632.378223657608,0.024033671,16621,0.997156425844878
237000,25.5,0.00023612873,0.18036802,1.773730382323265,-0.002132503,-2.947649,23700000,474,0.08357366,1635.8800075054169,0.013300312,17877,0.999631121463608
237500,24.79,0.00021997314,0.16903,1.6816069870442152,-0.0029096887,-2.9603548,23750000,475,0.084061466,1639.2528328895569,0.012362913,19199,0.9997140829218552
238000,21.76,0.0015377457,0.25004393,1.3671913704276084,-0.0025666705,-2.966052,23800000,476,0.08323931,1642.4906587600708,0.020292092,17084,0.997923604445532
238500,21.67,0.0013353898,0.22936001,1.4194216788560152,-0.0013140314,-2.964435,23850000,477,0.083222166,1646.0030100345612,0.01924867,16096,0.9983289220836014
239000,24.22,0.0024944837,0.26532996,1.6902476055175066,4.9987113e-05,-2.9580894,23900000,478,0.08375703,1649.3969690799713,0.024410479,19186,0.9970252176281065
239500,24.49,0.0013862316,0.25004807,1.678394345715642,-0.0025576754,-2.955762,23950000,479,0.08369564,1652.3744490146637,0.0206651,17596,0.9981214600848034
240000,23.88,0.0015139803,0.21621396,1.5737477593868971,-0.0024601615,-2.9598806,24000000,480,0.08242552,1655.7706513404846,0.016720649,17424,0.9981466681929305
240500,25.32,0.0008848959,0.23207992,1.9342548327147961,-0.0017592445,-2.9581888,24050000,481,0.08415445,1659.0870215892792,0.01827482,17075,0.9986841349164024
241000,20.36,0.001241782,0.27811605,1.322910279929638,0.00024248226,-2.954266,24100000,482,0.08277126,1662.3414940834045,0.023661809,18027,0.9983073425246403
241500,23.8,0.00027293662,0.19653994,1.6364968080818654,-0.0021273238,-2.9578695,24150000,483,0.0834337,1665.6653351783752,0.014408226,16674,0.999634037463693
242000,24.01,0.0013269909,0.25301605,1.5320200749486685,-0.0030967214,-2.9631624,24200000,484,0.08252223,1669.268566608429,0.020872694,15483,0.998240482294932
242500,26.01,0.0005351061,0.22149,1.6894793450087309,-0.0026152418,-2.9826043,24250000,485,0.082870215,1673.1444461345673,0.016639909,18093,0.9992532378528267
243000,21.33,0.0019696322,0.32528603,1.4111118672788143,0.0013217956,-2.982313,24300000,486,0.08370418,1676.479182958603,0.032064453,16218,0.9975052822846919
243500,22.7,0.00031217738,0.19776002,1.4737026433646678,-0.001461687,-2.984242,24350000,487,0.0835561,1680.044939994812,0.015172486,17057,0.9995939936488867
244000,23.42,0.00022876296,0.171776,1.510765635073185,-0.00255457,-2.99847,24400000,488,0.08348124,1683.5502882003784,0.0126646,18176,0.9997173180163372
244500,26.34,0.00075136253,0.227104,1.8680122826993466,-0.0017567074,-3.0064423,24450000,489,0.082457356,1686.833060503006,0.017185166,16356,0.998959201737307
245000,22.04,0.0022277893,0.27824405,1.4412924261391162,-0.0030284154,-3.0118902,24500000,490,0.08329271,1690.4016933441162,0.024191238,17612,0.9972167131491005
245500,21.77,0.0011576418,0.23993997,1.5319881084561349,-0.0029736222,-3.0171988,24550000,491,0.0825999,1693.8363828659058,0.019755024,16795,0.998372194240801
246000,23.29,0.001157728,0.23739797,1.6783645034581423,-0.0020682793,-3.0359867,24600000,492,0.08444796,1697.3497705459595,0.019451587,18249,0.9984281383221969
246500,24.88,0.00021824693,0.182392,1.6309600238502027,-0.0019880051,-3.0452118,24650000,493,0.08364231,1700.5316619873047,0.01332026,16127,0.9997157950710971
247000,24.63,0.0009953051,0.24282198,1.7670982497930527,-0.0033787508,-3.0456252,24700000,494,0.08455499,1704.123960018158,0.020372314,18995,0.9985955109586939
247500,24.85,0.00166096,0.26012594,1.641354862600565,-0.0004370322,-3.0599463,24750000,495,0.082814425,1707.2833077907562,0.023159273,19609,0.9977110852487385
248000,25.54,0.00069584826,0.21121597,1.7871611703187227,-0.0035781735,-3.0729642,24800000,496,0.084240794,1710.4660875797272,0.016543617,19941,0.9989897024352103
248500,25.29,0.00029474346,0.19482403,1.7922823575139046,-0.0031092016,-3.084221,24850000,497,0.083910204,1713.541259765625,0.0146253,18179,0.9995822826749645
249000,24.49,0.00017891858,0.18487602,1.7653600180894136,-0.0023187462,-3.0917137,24900000,498,0.08504789,1716.9152851104736,0.013562947,16043,0.9997684738773387
249500,24.45,0.00368096,0.32905406,1.7623833653330803,-0.0034206011,-3.0885227,24950000,499,0.08289056,1720.6243891716003,0.03164381,19333,0.9950386085547507
250000,26.61,0.0069843098,0.34581602,1.8184682378172874,-0.0030936708,-3.0836487,25000000,500,0.08277556,1723.6859588623047,0.035649586,17441,0.9915893590077758
250500,23.1,0.0011140035,0.26101798,1.5053224504739047,0.0016391167,-3.0886126,25050000,501,0.08448425,1727.1412000656128,0.023632595,18139,0.9986102464608848
251000,23.65,0.00027036437,0.18821998,1.675400807261467,-0.0010152402,-3.0941074,25100000,502,0.08468502,1730.3840901851654,0.013887967,16934,0.9996373213361949
251500,24.18,0.0010588665,0.24220999,1.70197873942554,-0.0021952277,-3.094296,25150000,503,0.08379524,1733.9344351291656,0.019155942,16648,0.9985250001773238
252000,22.01,0.0006277969,0.20826201,1.461305109411478,-0.0021434184,-3.1019547,25200000,504,0.08361602,1737.4699108600616,0.015960451,16087,0.9991638265200891
252500,23.99,0.00019730169,0.17742,1.6347986494004727,-0.0024102333,-3.114469,25250000,505,0.08447928,1741.0907628536224,0.012976132,17076,0.9997387991461437
253000,24.04,0.00032879377,0.22413997,1.6115370799601079,-0.0007229793,-3.1150227,25300000,506,0.083984636,1744.4163851737976,0.0171858,16647,0.9995846849924419
253500,23.84,0.00016533758,0.19160396,1.6320494802296162,-0.0019460001,-3.1298437,25350000,507,0.08376849,1748.0431065559387,0.014099222,20244,0.9997971868288005
254000,28.38,0.00071681495,0.233182,1.8975365027040243,-0.0017994795,-3.1446195,25400000,508,0.08398255,1751.120007276535,0.019135516,16861,0.9990670089609921
254500,25.01,0.0001859194,0.183328,1.6886335261166097,-0.0029297117,-3.1604018,25450000,509,0.08222435,1754.6241762638092,0.013405286,17239,0.9997627766570076
255000,22.22,0.00088023604,0.24384595,1.4648937252163887,-0.0018936242,-3.168084,25500000,510,0.0842772,1757.8339524269104,0.020251634,15787,0.998902476974763
255500,23.08,0.00022679077,0.18536,1.6295954643189907,-0.002566473,-3.183205,25550000,511,0.08359087,1761.5690894126892,0.013829312,17077,0.9997137409227435
256000,23.93,0.00015623501,0.17608398,1.568992673829198,-0.001782084,-3.194945,25600000,512,0.08444824,1764.8710644245148,0.012875344,16955,0.9998088363936404
