n_updates,explained_variance,policy_entropy,total_timesteps,serial_timesteps,ep_len_mean,policy_loss,value_loss,fps,true_reward,clipfrac,ep_reward_mean,time_elapsed,approxkl
1219,0.9885304709896445,-4.2641377,60950000,609500,8.27,0.0029893196,0.0076226266,7941,0.09910732,0.21738398,0.07815584724157816,8043.246201992035,0.017702518
1220,0.9889642391353846,-4.2633605,61000000,610000,7.93,0.0023301365,0.007231131,8207,0.09924623,0.203444,0.04218741401855368,8050.138981819153,0.015737973
1221,0.9906367100775242,-4.2676272,61050000,610500,8.74,0.0017160677,0.006253262,8243,0.099197656,0.17524603,0.13058584922051522,8056.736328125,0.012913087
1222,0.9891662169247866,-4.266985,61100000,611000,10.86,0.0014005632,0.007349956,8071,0.09905223,0.20433602,0.35416693342267536,8063.506475925446,0.015478299
1223,0.9884237525984645,-4.249833,61150000,611500,9.41,0.0022004263,0.007893477,8040,0.09913997,0.21401992,0.2334197793607018,8070.303179740906,0.016155053
1224,0.9895144421607256,-4.243335,61200000,612000,9.69,0.0019543523,0.007067877,8442,0.09927081,0.17893003,0.27405823078035607,8077.023184776306,0.013748989
1225,0.9901688545942307,-4.2442613,61250000,612500,9.43,0.0023180568,0.0066912416,8131,0.09915425,0.18556204,0.2445141920761671,8083.277881860733,0.01394722
1226,0.9890519045293331,-4.2431703,61300000,613000,10.12,0.0017008223,0.0072556227,8267,0.09900073,0.20513798,0.3438165987248067,8089.895924568176,0.015978854
1227,0.9903717674314976,-4.253326,61350000,613500,8.43,0.001998419,0.0063898587,8385,0.09895039,0.200152,0.14796715911419597,8096.404025554657,0.014526512
1228,0.9901023143902421,-4.255512,61400000,614000,8.12,0.002329892,0.0068594767,8383,0.09909516,0.23534197,0.18219111994636478,8102.746569633484,0.017874312
1229,0.9886788399890065,-4.25078,61450000,614500,8.45,0.0017256084,0.007689323,8111,0.09900562,0.18270399,0.19333297844481423,8109.245197296143,0.0139454
1230,0.9907353948801756,-4.2515984,61500000,615000,8.88,0.0020788934,0.005995664,8019,0.09920638,0.19793394,0.1811516042126459,8115.863500356674,0.01496506
1231,0.9909936673939228,-4.248713,61550000,615500,7.84,0.0006898372,0.006445612,8047,0.09906613,0.17003998,0.05678746043035062,8122.605788469315,0.012585988
1232,0.9901362657546997,-4.252553,61600000,616000,8.16,0.0025245748,0.006595281,8472,0.098942265,0.21783401,0.10807628033158835,8129.382177114487,0.016979977
1233,0.9886379782110453,-4.2701244,61650000,616500,8.15,0.0017185207,0.007684307,8430,0.09901503,0.19018802,0.09463767402456141,8135.588064670563,0.015305664
1234,0.9897695779800415,-4.2865176,61700000,617000,8.88,0.0017194486,0.0066765775,7948,0.09912561,0.20322992,0.152944403194997,8142.093831777573,0.016291935
1235,0.9889628486707807,-4.290538,61750000,617500,8.87,0.0020372726,0.0071976646,7978,0.09910825,0.19850998,0.11178600346844178,8148.907122373581,0.015239423
1236,0.988491402938962,-4.28959,61800000,618000,9.11,0.002422061,0.0076517845,8086,0.09916673,0.20247798,0.1351734719288652,8155.599279880524,0.017803438
1237,0.9906417028978467,-4.292381,61850000,618500,9.81,0.002237407,0.006181678,8295,0.099052854,0.19735798,0.11063635176338721,8162.237649202347,0.015499494
1238,0.9889740943908691,-4.3060365,61900000,619000,9.53,0.0018387494,0.007372356,8095,0.09917978,0.17781198,0.15592101336544148,8168.8737716674805,0.013842375
1239,0.9889343772083521,-4.3279905,61950000,619500,9.08,0.0026052755,0.0076930923,8423,0.09928831,0.20868194,0.1146900309465127,8175.679877758026,0.0156121
1240,0.9914802676066756,-4.3397403,62000000,620000,9.33,0.0023881823,0.005326782,8332,0.09930716,0.19577199,0.06414951430284418,8182.269451141357,0.014338049
1241,0.9901454169303179,-4.3388567,62050000,620500,8.58,0.0035193125,0.0065934868,8250,0.099154346,0.223538,0.09888708801125176,8188.824238061905,0.017621528
1242,0.9898759955540299,-4.314601,62100000,621000,8.41,0.0012262692,0.0063600973,8521,0.099138685,0.17533201,0.02575674719730159,8195.349467992783,0.013944887
1243,0.9903675755485892,-4.3049855,62150000,621500,9.81,0.0024109078,0.0065565337,8254,0.09929504,0.21305194,0.19366566248732853,8201.745087385178,0.017582068
1244,0.9894871022552252,-4.321791,62200000,622000,8.16,0.0014940272,0.006963245,8300,0.09924935,0.19056001,0.058660355293832254,8208.274188995361,0.013858664
1245,0.9897493468597531,-4.338007,62250000,622500,9.03,0.0018550311,0.006747003,8124,0.09920877,0.19012998,0.11071968246571487,8214.515761375427,0.014344119
1246,0.9904165016487241,-4.332092,62300000,623000,9.15,0.0016295597,0.006501397,8443,0.09928127,0.17664604,0.0995761203803704,8221.214224338531,0.01277995
1247,0.9899109862744808,-4.3227034,62350000,623500,8.14,0.0017335436,0.0066944454,8333,0.09924735,0.18800002,0.054658067633863536,8227.76209640503,0.015407625
1248,0.9881917741149664,-4.3115788,62400000,624000,8.49,0.0020214026,0.007708771,8379,0.09904814,0.19843598,0.08489867166499607,8234.124699115753,0.014579223
1249,0.9868030650541186,-4.305564,62450000,624500,9.88,0.0024121671,0.008513133,8316,0.09917313,0.21219,0.2995204764927621,8240.55765414238,0.016362099
1250,0.9889487978070974,-4.314346,62500000,625000,8.82,0.0021325303,0.0074212058,8166,0.099150255,0.20344801,0.13291993492865004,8246.945344209671,0.0154303275
1251,0.988198489882052,-4.3312473,62550000,625500,9.5,0.0016114968,0.008003349,8307,0.09913728,0.17976598,0.2329199616026017,8253.587579965591,0.013241414
1252,0.9900874216109514,-4.335321,62600000,626000,8.36,0.0014083937,0.006607345,8410,0.0991732,0.14698999,0.09938698604964884,8260.110000610352,0.010717355
1253,0.9895167406648397,-4.338026,62650000,626500,7.45,0.0011995937,0.0068954052,8543,0.09929961,0.17239004,0.00973585459170863,8266.682049036026,0.012745204
1254,0.9903186224400997,-4.3411355,62700000,627000,8.61,0.0023299821,0.0063073193,8383,0.0993417,0.19037598,0.11081960516719846,8273.062201976776,0.014959904
1255,0.9901208616793156,-4.3410206,62750000,627500,9.36,0.00069078675,0.0066506783,8453,0.09933451,0.169018,0.22386607960361288,8279.464966058731,0.012933463
1256,0.9890574477612972,-4.3477197,62800000,628000,9.52,0.002135105,0.0072870958,8060,0.09928529,0.20142598,0.23560168694384628,8285.888301372528,0.015419424
1257,0.9886760478839278,-4.3557467,62850000,628500,9.0,0.0011512724,0.008095308,8030,0.09933814,0.17857203,0.23035271179425762,8292.579824447632,0.013736173
1258,0.9880599016323686,-4.34767,62900000,629000,8.78,0.0021749414,0.007778444,8519,0.099268526,0.206778,0.14520174585253698,8299.332913398743,0.015006445
1259,0.9913257537409663,-4.338955,62950000,629500,7.6,0.0029406827,0.005853355,8226,0.09925779,0.178942,0.012392059408884961,8305.721345424652,0.013418948
1260,0.9896968761458993,-4.347454,63000000,630000,8.57,0.002513656,0.006695731,8284,0.09926707,0.19855398,0.05944969214353477,8312.249532222748,0.014447884
1261,0.9896167907863855,-4.3585725,63050000,630500,9.33,0.0020840736,0.00693017,8131,0.09926529,0.18589002,0.18594091739389115,8318.502597093582,0.013737385
1262,0.9900584742426872,-4.369247,63100000,631000,8.72,0.0020761369,0.0066120373,8261,0.09936932,0.22305201,0.11239185728365556,8325.08459186554,0.018067276
1263,0.9908682061359286,-4.384629,63150000,631500,8.02,0.001890396,0.006120683,8241,0.09939311,0.16923201,0.016668750755488872,8331.70680141449,0.012523022
1264,0.9900356819853187,-4.384791,63200000,632000,9.66,0.002719655,0.0064398283,8287,0.09934852,0.19547205,0.15463279417104786,8338.413382530212,0.0150455795
1265,0.9904093910008669,-4.374416,63250000,632500,8.5,0.0020120523,0.0062939497,8305,0.099402726,0.181784,0.06499739130667877,8345.034879207611,0.01365864
1266,0.9903085771948099,-4.3834143,63300000,633000,9.25,0.0015794316,0.006458482,8083,0.09942942,0.17198196,0.15994927777472184,8351.485335588455,0.01280052
1267,0.9916909206658602,-4.38772,63350000,633500,9.27,0.0024043487,0.00549092,7719,0.099346496,0.183014,0.14314050590677652,8358.161700248718,0.014471027
1268,0.9893817091360688,-4.3918986,63400000,634000,9.51,0.0019218742,0.007351799,8342,0.09935052,0.19334805,0.1912636494881008,8365.194293260574,0.01502461
1269,0.9901336804032326,-4.406749,63450000,634500,8.02,0.0022950517,0.006480581,7982,0.09935307,0.18761402,0.014388020511541982,8371.745043754578,0.013808177
1270,0.9891587933525443,-4.4107237,63500000,635000,8.79,0.0018898705,0.007138392,8092,0.09942778,0.19864796,0.15304266484017717,8378.576910495758,0.014940102
1271,0.991157952696085,-4.41522,63550000,635500,8.07,0.0018360897,0.0057718833,7834,0.09932621,0.176506,0.04863308662548661,8385.372676849365,0.013306537
1272,0.9894893895834684,-4.418682,63600000,636000,8.76,0.0023647093,0.007559557,8274,0.09926344,0.19398798,0.1673928375655669,8392.232858657837,0.014850131
1273,0.9870837666094303,-4.423856,63650000,636500,7.85,0.0014460213,0.008863958,8084,0.09947306,0.19838199,0.14185072220047004,8398.855802297592,0.0151574835
1274,0.98794777225703,-4.4244356,63700000,637000,8.06,0.0014918182,0.007799277,8185,0.09931821,0.18128397,0.09550121574546211,8405.616016626358,0.0139784785
1275,0.9898994006216526,-4.4162235,63750000,637500,8.86,0.0016905521,0.0066134017,8168,0.0993066,0.177372,0.18530187828990166,8412.315048456192,0.01433897
1276,0.9886469831690192,-4.4012117,63800000,638000,8.62,0.0010712175,0.007540641,8234,0.09937874,0.19031997,0.23526273230614606,8419.056686878204,0.01403988
1277,0.9880757685750723,-4.390143,63850000,638500,9.95,0.0017112247,0.008098825,8361,0.09942666,0.20550801,0.38643672896345377,8425.792930603027,0.015766418
1278,0.9895849749445915,-4.394057,63900000,639000,8.62,0.0021530408,0.0069295024,8239,0.0993663,0.20062996,0.22618243857315976,8432.336465358734,0.015557991
1279,0.9908869918435812,-4.4075446,63950000,639500,8.7,0.0028671739,0.0058223396,7880,0.099436924,0.20337003,0.1837459660775494,8438.985041856766,0.016375797
1280,0.9888244466856122,-4.413769,64000000,640000,7.1,0.0018367276,0.007664117,8145,0.09945886,0.1815901,0.09240931043808814,8445.89678144455,0.013568064
1281,0.9898769147694111,-4.410025,64050000,640500,8.04,0.0019165619,0.0064964686,8183,0.09937714,0.19045797,0.1458626578366966,8452.594292879105,0.014735687
1282,0.9887530617415905,-4.40485,64100000,641000,7.9,0.0016544278,0.007187134,8024,0.09940249,0.17299396,0.1349526149884332,8459.181777477264,0.013656232
1283,0.9910047026351094,-4.3941975,64150000,641500,7.58,0.002070913,0.0058026863,8131,0.099395946,0.17951398,0.10052314058732009,8465.78905582428,0.013634044
1284,0.9890375509858131,-4.38358,64200000,642000,8.69,0.0022020442,0.0073314887,7997,0.099309266,0.19415206,0.1874542961610132,8472.472718000412,0.014534674
1285,0.9887719778344035,-4.386392,64250000,642500,8.5,0.0018553021,0.007799326,8197,0.09937178,0.20474398,0.16856755443295696,8479.260862112045,0.015915005
1286,0.9894007463008165,-4.4008536,64300000,643000,8.03,0.0025903108,0.007243967,8219,0.099428855,0.18828002,0.13969075528293615,8485.880109548569,0.014822946
1287,0.9883913053199649,-4.4081054,64350000,643500,8.15,0.0021556837,0.007736189,8197,0.09938275,0.19887596,0.17033817488816566,8492.581381559372,0.01538141
1288,0.9911047350615263,-4.4053035,64400000,644000,8.82,0.0017953963,0.005921347,7770,0.09948018,0.178918,0.1950237352581462,8498.988274335861,0.013597871
1289,0.9923149743117392,-4.4125156,64450000,644500,7.71,0.0018237882,0.0051466445,8566,0.099431574,0.193748,0.09304892649786779,8506.084504127502,0.014696461
1290,0.9910513795912266,-4.4165654,64500000,645000,10.99,0.0019942245,0.0059527797,8247,0.09921427,0.17266403,0.41227633591915946,8512.570836544037,0.0128009245
1291,0.9904995318502188,-4.4192395,64550000,645500,10.13,0.0021670198,0.006279073,8112,0.09929605,0.195848,0.29636779341235525,8519.125798940659,0.014497492
1292,0.9872900387272239,-4.410984,64600000,646000,9.85,0.0021447127,0.008762021,8247,0.0992584,0.20901202,0.32354995486151894,8525.730691194534,0.015523647
1293,0.9906351156532764,-4.4038534,64650000,646500,7.47,0.0010461559,0.0061259363,7987,0.09932375,0.17238602,0.04821496255666716,8532.346827507019,0.012740741
1294,0.9896423453465104,-4.4092317,64700000,647000,7.39,0.0019938943,0.006935018,8505,0.099446915,0.228824,0.1406101097809733,8539.267904996872,0.018411838
1295,0.9897863762453198,-4.4161716,64750000,647500,8.94,0.0018575692,0.006761674,8020,0.099308595,0.19938599,0.2352037029649364,8545.504995584488,0.015267001
1296,0.990213361568749,-4.4194536,64800000,648000,8.32,0.0009130061,0.006666967,8278,0.099201016,0.18707198,0.13606891349045327,8552.16115450859,0.014855355
1297,0.9908448616042733,-4.423956,64850000,648500,8.7,0.0016998717,0.006061368,8209,0.099383585,0.17304999,0.1841149466659408,8558.819349527359,0.01331796
1298,0.9887724462896585,-4.435533,64900000,649000,10.56,0.0018920685,0.0075893644,8112,0.099292345,0.177818,0.399238828640664,8565.490177869797,0.013120412
1299,0.9886463172733784,-4.446921,64950000,649500,8.67,0.002539983,0.007598128,8128,0.099437796,0.19858202,0.27946724483015717,8572.300633430481,0.014802341
1300,0.9903108002617955,-4.4460435,65000000,650000,8.01,0.0016750251,0.0064000087,7891,0.099564455,0.19422804,0.1994590225353022,8579.065249204636,0.01518765
1301,0.990854867734015,-4.4506745,65050000,650500,8.05,0.001990789,0.006119298,8209,0.09942454,0.19835204,0.25740283481718507,8586.042534589767,0.015112308
1302,0.9893476935103536,-4.4756885,65100000,651000,7.97,0.0021424796,0.0071749096,8255,0.0992524,0.18018001,0.20388729140773648,8592.768747806549,0.013769005
1303,0.9888557763770223,-4.4729805,65150000,651500,8.49,0.0020145678,0.007278307,8053,0.09934439,0.21418004,0.2566896802955307,8599.299395561218,0.016732588
1304,0.9882741374894977,-4.456015,65200000,652000,9.1,0.001972611,0.0077147223,8088,0.09917546,0.22299199,0.26374370853241996,8606.168198823929,0.019245755
1305,0.9896787572652102,-4.4522753,65250000,652500,9.46,0.0015278482,0.007167367,7852,0.099356174,0.16642399,0.35949651821982115,8612.812715291977,0.0126881385
1306,0.9915945995599031,-4.443733,65300000,653000,7.31,0.0026486614,0.0056343353,8130,0.09959873,0.19356395,0.13412056698085506,8619.712259292603,0.014355774
1307,0.9888690086081624,-4.4463387,65350000,653500,9.9,0.0014343718,0.007356493,8099,0.09924857,0.192588,0.38284695776761507,8626.337027549744,0.014617476
1308,0.9908185061067343,-4.4495945,65400000,654000,8.13,0.0016292774,0.0061650467,8005,0.09931073,0.178132,0.27840795192460066,8633.060643196106,0.013825881
1309,0.9913076851516962,-4.4560237,65450000,654500,8.43,0.002512555,0.0054935636,8290,0.09943292,0.191478,0.22348560842714504,8639.666186332703,0.014803907
1310,0.9914574893191457,-4.4711485,65500000,655000,7.7,0.001450884,0.0055252034,8105,0.09949731,0.17822604,0.1717940130113857,8646.2311835289,0.013309816
1311,0.9920965572819114,-4.4905868,65550000,655500,8.1,0.0015160065,0.005283082,8095,0.099274054,0.202094,0.14779101535968947,8652.985888719559,0.015150799
1312,0.9892775155603886,-4.499265,65600000,656000,8.52,0.0029797235,0.0073473067,8292,0.09936669,0.20499802,0.26487847475189485,8659.608355283737,0.017388396
1313,0.9911019839346409,-4.507712,65650000,656500,9.02,0.0026441142,0.0059534423,8297,0.099141546,0.18957402,0.21960846793925157,8666.18338918686,0.014884635
1314,0.9889536118134856,-4.513052,65700000,657000,9.53,0.0028832292,0.0074555553,8233,0.09931897,0.200094,0.32384743176662595,8672.738283395767,0.016003812
1315,0.9907889049500227,-4.517157,65750000,657500,7.19,0.0023289719,0.006069731,8099,0.09921399,0.22979204,0.0414913446540595,8679.288749217987,0.0187802
1316,0.991121225990355,-4.5166197,65800000,658000,8.65,0.0015977499,0.0059536593,8067,0.09933529,0.18974802,0.2703191597937257,8685.868038415909,0.014182177
1317,0.9904700359329581,-4.508625,65850000,658500,7.67,0.0025016589,0.0064463355,8376,0.09927498,0.17217602,0.12920234015065943,8692.681147813797,0.012978295
1318,0.99012257065624,-4.510076,65900000,659000,8.17,0.0018700495,0.0065191514,8215,0.099234335,0.17707,0.1329144837008789,8699.279444217682,0.013280686
1319,0.9895582087337971,-4.511871,65950000,659500,7.2,0.0017744304,0.006887725,7826,0.09929785,0.19151396,0.08125660343648633,8705.897046089172,0.0142408535
1320,0.9893535692244768,-4.5115266,66000000,660000,8.06,0.0023901132,0.007131624,8326,0.09927113,0.211974,0.22758517142909113,8712.858653306961,0.016058242
1321,0.9898178214207292,-4.5090675,66050000,660500,10.2,0.0026788283,0.0067965137,8113,0.09928377,0.20962402,0.41205322498222813,8719.459844350815,0.016045725
1322,0.987946942448616,-4.5022445,66100000,661000,7.2,0.0026512397,0.00774874,8111,0.09937665,0.21791002,0.12474546086159535,8726.130215883255,0.016697954
1323,0.9868898428976536,-4.502831,66150000,661500,9.06,0.00088667066,0.009588103,8180,0.09927207,0.163976,0.35461379491142,8732.851648330688,0.013464803
1324,0.9876050725579262,-4.505891,66200000,662000,10.35,0.0020908422,0.008091609,8093,0.09927022,0.16518803,0.42036170509585646,8739.472472190857,0.012628509
1325,0.9907616339623928,-4.501327,66250000,662500,8.98,0.0013702353,0.0062513864,8022,0.099298105,0.19995794,0.30127865966467654,8746.156990766525,0.015469931
1326,0.9895016690716147,-4.506854,66300000,663000,8.86,0.0022366156,0.007106294,7869,0.09923219,0.21267995,0.2951259131525876,8752.98766040802,0.016926788
1327,0.9909657016396523,-4.531336,66350000,663500,7.94,0.0012370024,0.00604962,8176,0.09930716,0.16445999,0.2274410981227993,8759.818628072739,0.01245433
1328,0.9894091757014394,-4.5579653,66400000,664000,10.11,0.0016332674,0.007096623,7731,0.09933547,0.17126201,0.4416782139168936,8766.60260796547,0.013017113
1329,0.9901636242866516,-4.5797763,66450000,664500,9.71,0.0013919282,0.006896871,8262,0.099174626,0.16135398,0.35813834432832664,8773.467757701874,0.011969578
1330,0.9907878860831261,-4.5857363,66500000,665000,7.16,0.0030664029,0.006143376,7996,0.099248506,0.21543798,0.09430628312693443,8780.191175460815,0.0166389
1331,0.9887971663847566,-4.5954533,66550000,665500,9.54,0.0019258816,0.007456843,8031,0.09929791,0.23224802,0.36987952505471183,8787.014830589294,0.017498244
1332,0.9897335041314363,-4.6062183,66600000,666000,7.91,0.0022297823,0.0069850516,8185,0.09941238,0.20569395,0.21647876720206113,8793.767585277557,0.015469066
1333,0.991912417113781,-4.6148553,66650000,666500,7.72,0.0021316758,0.005464778,8256,0.09932542,0.22411798,0.13544240887917114,8800.228814601898,0.017757833
