n_updates,explained_variance,policy_entropy,total_timesteps,serial_timesteps,ep_len_mean,policy_loss,value_loss,fps,true_reward,clipfrac,ep_reward_mean,time_elapsed,approxkl
2161,0.9909691978245974,-6.824317,108050000,1080500,10.42,0.0033482572,0.0060879476,8740,0.09922087,0.28126597,0.5815532709806576,14254.57240486145,0.023925435
2162,0.9894529804587364,-6.80829,108100000,1081000,9.23,0.0026820197,0.006795492,8390,0.09901778,0.26547402,0.41645764235669047,14260.734695672989,0.027520055
2163,0.9917205693200231,-6.811294,108150000,1081500,9.28,0.0023323235,0.0053310962,8322,0.0992173,0.21327795,0.4311150422116043,14267.27680683136,0.016809156
2164,0.9916092166677117,-6.8219037,108200000,1082000,7.64,0.0041102143,0.005642097,8538,0.09922672,0.26571,0.25950929405953505,14273.670510530472,0.023415012
2165,0.9905018405988812,-6.824718,108250000,1082500,6.9,0.0032808778,0.006012457,8342,0.099303,0.27424204,0.17955143203609622,14280.097067594528,0.026834834
2166,0.9924252303317189,-6.8171754,108300000,1083000,7.41,0.003179917,0.005089486,8303,0.09925492,0.258458,0.2538292290730169,14286.60184764862,0.022189183
2167,0.9926719418726861,-6.8142686,108350000,1083500,7.9,0.0030124052,0.004831891,8262,0.099208884,0.24186794,0.3142848998392583,14293.136953353882,0.019233381
2168,0.9904826916754246,-6.8136234,108400000,1084000,8.14,0.0040477244,0.006340468,8464,0.099222384,0.27050802,0.4014169159028097,14299.693719387054,0.02375846
2169,0.9923351597972214,-6.7959843,108450000,1084500,9.28,0.0026505888,0.005234103,8312,0.09930092,0.20162597,0.4913778114577872,14306.179904460907,0.016000468
2170,0.9941467484459281,-6.7880154,108500000,1085000,6.3,0.005199859,0.003875938,8767,0.09918872,0.25172603,0.13556974006205563,14312.640940189362,0.021715004
2171,0.9927722420543432,-6.78261,108550000,1085500,11.5,0.003333226,0.0048716767,8532,0.0991212,0.24815007,0.6895773050133721,14318.849678516388,0.019683449
2172,0.9926245757378638,-6.7655296,108600000,1086000,6.89,0.002951718,0.004737337,8297,0.0991423,0.24959202,0.22168882163445233,14325.235778093338,0.020719726
2173,0.9907085234299302,-6.762057,108650000,1086500,7.08,0.0036424554,0.0063459533,8137,0.099077225,0.263174,0.25458026740292555,14331.792171239853,0.023564056
2174,0.993334008846432,-6.759003,108700000,1087000,10.3,0.0047200294,0.0044165,8257,0.09912288,0.27198207,0.5470028933419963,14338.270097017288,0.023481034
2175,0.992815928068012,-6.7530584,108750000,1087500,8.4,0.0040522604,0.004908096,8048,0.099203,0.274814,0.4055886215670034,14344.67294549942,0.0232673
2176,0.9917042395099998,-6.7586217,108800000,1088000,9.74,0.0038453902,0.0056510433,7878,0.09904157,0.27235004,0.5190766038402217,14351.474487781525,0.029334202
2177,0.9913953999057412,-6.7600846,108850000,1088500,7.94,0.0038251139,0.005970024,8451,0.09899444,0.27806595,0.2949688258831156,14358.185270547867,0.026511183
2178,0.9914263151586056,-6.7480726,108900000,1089000,8.81,0.004142121,0.0053834873,8311,0.099093914,0.30722606,0.4450783686724026,14364.33186507225,0.029909195
2179,0.9923728187568486,-6.741107,108950000,1089500,9.11,0.003874993,0.0049886573,8151,0.0989771,0.2619341,0.4541982449009083,14370.840370178223,0.02193044
2180,0.9912891862913966,-6.736476,109000000,1090000,7.91,0.001934151,0.005706051,8088,0.09900745,0.22649397,0.34897172052267705,14377.405592441559,0.018245079
2181,0.9921591291204095,-6.7202387,109050000,1090500,8.51,0.0036651331,0.0052525825,7780,0.09910724,0.27793398,0.4296552829732536,14384.005468130112,0.02515201
2182,0.9921337757259607,-6.7098475,109100000,1091000,11.24,0.0017527691,0.005204952,8336,0.098999895,0.235878,0.6816149261721876,14390.706030845642,0.018982165
2183,0.9912559650838375,-6.708977,109150000,1091500,8.24,0.0036957946,0.0058518033,8128,0.09920979,0.24550396,0.37482639199355616,14397.267860889435,0.02127577
2184,0.9902612185105681,-6.7121544,109200000,1092000,8.94,0.003674873,0.006642041,8013,0.09907399,0.25006595,0.4321905434326618,14403.823042869568,0.019762319
2185,0.9915752140805125,-6.7093415,109250000,1092500,8.53,0.0035161262,0.0056433748,8266,0.09924884,0.261284,0.40050159255508333,14410.4284658432,0.028049562
2186,0.9908121265470982,-6.7098904,109300000,1093000,9.03,0.0034112216,0.00618259,8435,0.09912494,0.260692,0.41632664788310647,14416.831174850464,0.022038782
2187,0.9910953883081675,-6.713595,109350000,1093500,10.84,0.0024079299,0.005983075,8604,0.0990111,0.23715807,0.5414331205154304,14423.026157140732,0.020327158
2188,0.9916041009128094,-6.7104716,109400000,1094000,7.59,0.0028388978,0.005758209,8232,0.09921097,0.22849594,0.2499949554455816,14429.262261152267,0.018258985
2189,0.9906035903841257,-6.701364,109450000,1094500,8.16,0.003328313,0.0063858246,8770,0.0990354,0.26327398,0.29212012798816434,14435.75591802597,0.023054555
2190,0.9920867150649428,-6.699037,109500000,1095000,7.79,0.0027970066,0.0053848797,8230,0.09917588,0.24382006,0.2558628013878479,14441.92758321762,0.019720549
2191,0.9925263929180801,-6.6963606,109550000,1095500,7.12,0.0037614391,0.00488724,8293,0.09920416,0.27476403,0.16059187098318944,14448.573749542236,0.024897676
2192,0.9916959116235375,-6.6880426,109600000,1096000,8.09,0.0038026613,0.0056448914,8295,0.09915756,0.23860794,0.27546031493373446,14454.958203792572,0.020521529
2193,0.9937048405408859,-6.687718,109650000,1096500,6.37,0.0035557393,0.004223677,8429,0.09934126,0.23858403,0.0927018716459861,14461.548186540604,0.019376082
2194,0.9903663638979197,-6.684459,109700000,1097000,10.88,0.0031916753,0.006376381,8334,0.09908018,0.25510797,0.5325697067100554,14467.955577135086,0.023018328
2195,0.9928083205595613,-6.6898327,109750000,1097500,7.81,0.0026730848,0.004736601,8610,0.099084884,0.21667004,0.2047061149359797,14474.504718065262,0.016520869
2196,0.9912038678303361,-6.6953063,109800000,1098000,8.96,0.0027841113,0.005904945,8428,0.099016,0.25697803,0.34475475604005623,14480.787016630173,0.020922024
2197,0.9918820923194289,-6.6998863,109850000,1098500,8.1,0.0024951613,0.0055427756,8619,0.099219464,0.23672004,0.26331502180197275,14487.27337884903,0.019621983
2198,0.9941137796267867,-6.7114167,109900000,1099000,8.1,0.0035360074,0.0038773215,8560,0.09912772,0.24459799,0.22360385886539005,14493.650467634201,0.021029228
2199,0.9932441185228527,-6.7130556,109950000,1099500,8.38,0.0036526448,0.0047011334,8505,0.09901211,0.24117397,0.22075545819039688,14499.990211725235,0.019895066
2200,0.9910133359953761,-6.709108,110000000,1100000,7.7,0.0024418025,0.005650446,8451,0.09905425,0.244258,0.2244524038649979,14506.447649717331,0.021137254
2201,0.9915697053074837,-6.7035913,110050000,1100500,8.81,0.003610165,0.005493577,8232,0.09909199,0.26585004,0.3010450939898146,14512.96167564392,0.021755425
2202,0.9917580718174577,-6.7045746,110100000,1101000,7.88,0.0032909068,0.00554908,8301,0.09925882,0.24187006,0.26715846748207694,14519.416503429413,0.019385949
2203,0.9909323714673519,-6.7088995,110150000,1101500,10.66,0.003402085,0.0066456473,8332,0.09900746,0.26230004,0.4949860448515392,14525.891116857529,0.023715831
2204,0.9924047384411097,-6.7132387,110200000,1102000,8.72,0.0036285974,0.0049669207,8100,0.099017695,0.25208595,0.2210906073276419,14532.325620651245,0.02049904
2205,0.9903304083272815,-6.72832,110250000,1102500,9.34,0.0025903967,0.006296618,8325,0.098944,0.26058808,0.36060644334676906,14539.082794904709,0.02268089
2206,0.9923261166550219,-6.7273073,110300000,1103000,6.77,0.0032311443,0.005086147,8157,0.09903362,0.24098599,0.1197020202918793,14545.585499048233,0.019246142
2207,0.9936534506268799,-6.718622,110350000,1103500,8.08,0.003286336,0.004400028,8332,0.09906817,0.2525219,0.267451994032599,14551.94689321518,0.020647988
2208,0.9924687165766954,-6.713464,110400000,1104000,9.16,0.0040232246,0.005190688,8202,0.09906625,0.28756207,0.3566522892814828,14558.370626211166,0.024799041
2209,0.9917848231270909,-6.7166123,110450000,1104500,8.16,0.0029627967,0.0055836467,8326,0.099100485,0.25182,0.2629809994547395,14565.141614675522,0.020419786
2210,0.9911397946998477,-6.7250576,110500000,1105000,7.05,0.0037906123,0.006217207,7879,0.09922815,0.26620805,0.2641282775087166,14571.667099952698,0.024629176
2211,0.9931618082337081,-6.7244477,110550000,1105500,8.49,0.0030316615,0.0044310554,8316,0.09920879,0.24518396,0.3536145995531115,14578.61524605751,0.021331184
2212,0.9933844734914601,-6.7291894,110600000,1106000,7.52,0.0027178791,0.00455257,7954,0.09903055,0.25401595,0.20995828790066298,14585.111389160156,0.020503707
2213,0.9910998735576868,-6.7387,110650000,1106500,8.56,0.003029559,0.0058656745,8147,0.099264,0.24897605,0.34676337560842513,14591.956771850586,0.020838412
2214,0.9921991126611829,-6.7422776,110700000,1107000,7.83,0.004880083,0.0048536276,8215,0.09927504,0.31293002,0.30744165404961676,14598.744591236115,0.026974255
2215,0.9933924959041178,-6.7507515,110750000,1107500,8.99,0.0035794037,0.0043610046,8124,0.09923994,0.24595402,0.39689613729482515,14605.478320360184,0.020123508
2216,0.9909765040501952,-6.764923,110800000,1108000,8.1,0.002822137,0.0064544077,7838,0.099295214,0.25619602,0.3117463952684193,14612.16505908966,0.022359515
2217,0.9898388739675283,-6.769655,110850000,1108500,10.97,0.0042261817,0.006520012,8325,0.09911916,0.25773203,0.5979495200497331,14619.16008901596,0.022126224
2218,0.9919586824253201,-6.7679267,110900000,1109000,9.16,0.005308826,0.005340964,8007,0.09914717,0.28864005,0.4410922745667631,14625.729801416397,0.027184436
2219,0.9904422564432025,-6.7657576,110950000,1109500,8.26,0.003551956,0.0063854223,8289,0.099161476,0.28914395,0.3518935325019993,14632.55631327629,0.024748819
2220,0.9925639079883695,-6.7664986,111000000,1110000,6.59,0.0017004455,0.004980071,8263,0.0992686,0.23110995,0.17243137800338446,14639.170781373978,0.018420916
2221,0.9929434540681541,-6.767258,111050000,1110500,8.68,0.0031094593,0.004646749,7927,0.09937435,0.22846997,0.3999881396538694,14645.807235717773,0.018172966
2222,0.9928215490654111,-6.774741,111100000,1111000,9.98,0.0033760294,0.0049268915,8661,0.09917615,0.22861394,0.5234189990125014,14652.64876461029,0.020439614
2223,0.9921572227030993,-6.772766,111150000,1111500,7.79,0.0040357173,0.005312896,8310,0.09919325,0.251804,0.20996752190578263,14658.873254060745,0.020994268
2224,0.9921689350157976,-6.7745385,111200000,1112000,11.07,0.003630863,0.005286149,8306,0.09929297,0.22575203,0.5895922748860903,14665.416880130768,0.018122533
2225,0.9920732127502561,-6.7877607,111250000,1112500,6.46,0.0029401388,0.005238058,8033,0.09924507,0.243586,0.1219207510483102,14671.83992934227,0.020638013
2226,0.991722677834332,-6.802214,111300000,1113000,9.57,0.0035568578,0.0052670683,7971,0.09906037,0.22327001,0.3791909483756172,14678.547809839249,0.018025285
2227,0.9912829669192433,-6.804049,111350000,1113500,9.01,0.0037350834,0.0061492044,8429,0.09917572,0.22907797,0.4224082023400115,14685.479761123657,0.019618673
2228,0.9922778438776731,-6.8021126,111400000,1114000,6.32,0.0037912212,0.0052473294,8562,0.099180914,0.24487402,0.09289922319410834,14691.913390159607,0.020356426
2229,0.9906316688284278,-6.798351,111450000,1114500,7.1,0.0035771066,0.0061223977,8532,0.09912223,0.23944207,0.17379329018964199,14698.337329864502,0.019735442
2230,0.9912441149353981,-6.785205,111500000,1115000,9.45,0.0032824234,0.0057181804,8299,0.09908295,0.2517,0.44234622710297117,14704.75312924385,0.022169115
2231,0.9904213454574347,-6.7823853,111550000,1115500,7.84,0.0028042658,0.006390401,7987,0.09907879,0.23696,0.2778491720656166,14711.117703676224,0.019958407
2232,0.9932592804543674,-6.779744,111600000,1116000,8.39,0.0024893947,0.0045861807,8351,0.09908257,0.22266798,0.2691171222415869,14717.955704212189,0.019886253
2233,0.9928547367453575,-6.772286,111650000,1116500,10.23,0.003043315,0.004754641,8164,0.09913954,0.23711798,0.45829368527716724,14724.175379991531,0.019350488
