n_updates,true_reward,serial_timesteps,explained_variance,time_elapsed,ep_reward_mean,fps,policy_entropy,approxkl,value_loss,policy_loss,ep_len_mean,total_timesteps,clipfrac
67,0.026732212,33500,0.7335990965366364,450.92276334762573,0.5421536867810937,8101,3.762837,0.0045672916,2.5395863,-0.0057818806,37.34,3350000,0.04642401
68,0.034038026,34000,0.7430926859378815,457.6257994174957,0.4845334509210079,7876,3.7389228,0.0047121258,2.637016,-0.005961023,38.29,3400000,0.04970999
69,0.032202024,34500,0.7446631193161011,464.4339179992676,0.9027580747972388,8035,3.7205734,0.0044858023,2.4936554,-0.005915137,40.22,3450000,0.045983993
70,0.025142519,35000,0.7304335534572601,471.1780400276184,0.5580369894129763,8080,3.7028983,0.004752114,2.5745552,-0.005799604,39.12,3500000,0.049900003
71,0.028461026,35500,0.7785600572824478,477.59008383750916,0.9485699041102271,7767,3.6715004,0.004303388,2.3673909,-0.006172267,41.95,3550000,0.042807993
72,0.038239077,36000,0.6770588159561157,484.4795756340027,0.4520107305754209,8040,3.6440444,0.0046374146,3.4207022,-0.005715033,41.95,3600000,0.048626
73,0.042558897,36500,0.750446081161499,491.31757855415344,1.0332400115901328,7903,3.6281753,0.0044900584,2.7853696,-0.0056689708,47.58,3650000,0.04634399
74,0.034629796,37000,0.7661394327878952,498.17212295532227,0.6669194448323106,7883,3.6074548,0.0052104127,2.498423,-0.00577978,40.93,3700000,0.056869995
75,0.03331082,37500,0.7456897497177124,504.90077018737793,0.9761248475940374,8033,3.5841334,0.0049621128,2.5640726,-0.0064092088,45.74,3750000,0.054142
76,0.04456417,38000,0.779229611158371,511.44877552986145,1.0735824166203383,8019,3.5681689,0.0046017673,2.6059043,-0.0058626486,44.81,3800000,0.049443997
77,0.03927178,38500,0.7562365084886551,518.1410806179047,0.8334220246961922,7834,3.5507922,0.0050844387,2.7624056,-0.0060239816,42.79,3850000,0.055137992
78,0.036853522,39000,0.7500898391008377,525.0564956665039,0.6478657010282041,7796,3.519423,0.0045410437,2.6456382,-0.0061900155,38.45,3900000,0.046032
79,0.03809753,39500,0.7712220549583435,531.9549906253815,-0.10787902430754912,7794,3.491962,0.005278817,2.6489246,-0.006686686,42.6,3950000,0.058207992
80,0.046242245,40000,0.7275611758232117,538.6860420703888,0.9774052911185572,8181,3.4662516,0.0045206547,3.212546,-0.005735404,41.61,4000000,0.045827996
81,0.046191934,40500,0.7560353130102158,545.2667422294617,1.244103487221655,8088,3.4294393,0.004975398,2.8885858,-0.0058874674,41.78,4050000,0.052265998
82,0.034413233,41000,0.7362448573112488,551.9196031093597,1.2955731353348527,8012,3.3923743,0.0046601663,2.943909,-0.0061246576,41.93,4100000,0.049378008
83,0.03724322,41500,0.7895834445953369,558.6596603393555,1.2959205634400133,8136,3.3640966,0.0050758575,2.433512,-0.00639091,45.0,4150000,0.05504802
84,0.045261998,42000,0.7790692299604416,565.2389380931854,0.4921302952060796,8089,3.3378649,0.004981866,2.6359386,-0.0065775174,37.8,4200000,0.052824
85,0.036358226,42500,0.7743033319711685,571.9771192073822,0.8832598081913602,7628,3.3023493,0.0055028023,2.4152527,-0.007265876,43.03,4250000,0.062768
86,0.048887163,43000,0.7188804745674133,579.180233001709,0.868392727795217,8225,3.2719088,0.004574331,3.3703308,-0.0052153696,39.15,4300000,0.046734005
87,0.05024705,43500,0.7795805931091309,585.7604203224182,0.785624080137527,7705,3.2412598,0.0049512284,2.9730573,-0.0061237975,39.33,4350000,0.052688003
88,0.05297844,44000,0.7812463045120239,592.8048405647278,0.7739410605755984,7738,3.2033165,0.005039817,2.6887422,-0.0069268257,36.0,4400000,0.053525988
89,0.049486928,44500,0.7632866352796555,599.9332580566406,1.2062794372811914,7873,3.171004,0.0049848934,3.0672226,-0.0064824186,44.79,4450000,0.053819995
90,0.055288356,45000,0.7600790858268738,606.8177101612091,0.7340425678230531,7768,3.1366143,0.005085611,3.1342337,-0.007002905,44.3,4500000,0.055027995
91,0.043235168,45500,0.7289687693119049,613.7210073471069,0.6006879986622516,8087,3.1014493,0.0049719573,3.257381,-0.006216803,38.95,4550000,0.053687997
92,0.05234079,46000,0.7661608159542084,620.4382998943329,0.4616773381207531,7797,3.0655499,0.004973596,2.9869387,-0.006521828,46.61,4600000,0.053028
93,0.049608983,46500,0.7511878609657288,627.4381113052368,0.8310319289755717,8144,3.0306268,0.0053959545,3.418985,-0.006337349,43.62,4650000,0.060988
94,0.05205892,47000,0.7793039381504059,634.1640141010284,0.5946161234586543,7770,2.9929087,0.005203407,2.9103231,-0.0061961524,40.15,4700000,0.055614006
95,0.041386593,47500,0.7876848578453064,641.1657481193542,0.4420075983426068,7660,2.9516144,0.005521396,2.7611945,-0.005931588,40.62,4750000,0.06212001
96,0.053109147,48000,0.7970322817564011,648.2119069099426,0.8037655114399967,7872,2.9200945,0.0054323156,2.579284,-0.006756387,39.41,4800000,0.060512003
97,0.051929325,48500,0.819398432970047,655.0958876609802,0.7023752627246722,7902,2.888876,0.006138144,2.376747,-0.0071360325,43.08,4850000,0.072987996
98,0.043768663,49000,0.822399452328682,661.9248194694519,1.229288054841745,7913,2.8588347,0.005981916,2.2928057,-0.0066559995,43.02,4900000,0.06962401
99,0.058959186,49500,0.7741757929325104,668.6381726264954,1.1326201516792207,8061,2.8301835,0.00549245,3.2065191,-0.006308658,41.6,4950000,0.060712002
100,0.054927975,50000,0.7020541429519653,675.3866722583771,0.8044928743578202,7600,2.8026304,0.0056560608,4.1300035,-0.0062384005,38.47,5000000,0.064256
101,0.05882272,50500,0.7764130532741547,682.543229341507,1.3421853889730846,7723,2.7712514,0.0057791322,3.1095214,-0.006634597,45.15,5050000,0.066336006
102,0.05363538,51000,0.8074639588594437,689.5245354175568,0.8852710464929987,7794,2.7391834,0.0059023434,2.6327682,-0.0067428015,41.04,5100000,0.069526
103,0.04986866,51500,0.8084096014499664,696.5423743724823,0.4693877828130644,7994,2.7094932,0.0054385876,2.6815217,-0.0072759567,42.02,5150000,0.060322
104,0.058291137,52000,0.7892234772443771,703.368485212326,1.3694257796808962,8062,2.682374,0.0056665307,3.122344,-0.006738124,45.53,5200000,0.06555799
105,0.05820382,52500,0.776825025677681,710.161333322525,1.2922772621500918,8195,2.6499658,0.006202886,3.1974926,-0.0070879622,47.58,5250000,0.072983995
106,0.051137544,53000,0.7824886441230774,716.7709958553314,1.1923211556427122,8145,2.6126196,0.0058201365,2.9573593,-0.0066165333,41.89,5300000,0.068616
107,0.061787337,53500,0.8039235472679138,723.3370611667633,0.6477026785114868,8072,2.5865152,0.0056499457,3.1067889,-0.00634492,41.22,5350000,0.064114
108,0.053609647,54000,0.7999348938465118,729.8205261230469,1.089581171760219,8159,2.5609617,0.0060131894,2.7363212,-0.006780778,44.03,5400000,0.071732
109,0.058145773,54500,0.7966482043266296,736.5440671443939,1.2095363526171423,8185,2.5378144,0.0059540193,3.0022461,-0.0068211365,39.92,5450000,0.07032199
110,0.056144845,55000,0.7955466061830521,743.1451194286346,0.4357057074283512,7943,2.512359,0.006055773,2.842962,-0.0073883072,42.92,5500000,0.071228005
111,0.05810871,55500,0.7767152786254883,749.8276042938232,1.0858582497862517,7820,2.4915533,0.0057401997,3.1615937,-0.0061699804,42.55,5550000,0.06645999
112,0.068458416,56000,0.8434212505817413,756.8380672931671,1.2465274572942144,7491,2.4617088,0.005868022,2.4917433,-0.00655065,42.37,5600000,0.067980014
113,0.06798702,56500,0.7728893756866455,764.0180017948151,0.9878647243046725,7805,2.442153,0.0054886234,3.5059195,-0.0064987056,47.04,5650000,0.06323402
114,0.06130614,57000,0.8142032325267792,770.879725933075,0.8506262998368038,7898,2.4241347,0.0060292035,2.806592,-0.0070760427,43.17,5700000,0.071772
115,0.06177478,57500,0.7955678254365921,777.5874762535095,1.023690293020627,7578,2.401801,0.0060564554,3.0366704,-0.0071481466,44.1,5750000,0.07202
116,0.056491476,58000,0.7758369743824005,784.7809092998505,1.3665704906231257,7617,2.3745666,0.006154039,3.2553527,-0.007375326,48.23,5800000,0.072483994
117,0.05795081,58500,0.8212069720029831,791.8918654918671,1.023265936566022,7880,2.3395302,0.0065330993,2.587996,-0.0073069953,38.49,5850000,0.07975802
118,0.06760272,59000,0.7906859517097473,798.684009552002,1.1489051973476307,8079,2.3094616,0.0058087767,3.2662857,-0.006692177,41.37,5900000,0.067587994
119,0.059759647,59500,0.8029399961233139,805.3070552349091,1.2213485488737934,8075,2.2769866,0.0062596337,2.8402123,-0.007290718,42.77,5950000,0.07427402
120,0.063873865,60000,0.8290433883666992,811.9449324607849,1.0214326684512343,7912,2.2424717,0.006594164,2.5931003,-0.0076411255,42.32,6000000,0.08061399
121,0.061746288,60500,0.8025674521923065,818.9326140880585,0.46623909786016154,7609,2.2115161,0.006465909,3.083351,-0.0070135314,41.77,6050000,0.07811799
122,0.06797344,61000,0.8011011481285095,825.9334087371826,0.8761944167785987,8386,2.1869898,0.006111468,3.0700097,-0.006436772,43.72,6100000,0.07345199
123,0.07155453,61500,0.7678475230932236,832.4417622089386,0.8396233371584094,7743,2.1650383,0.0062914835,3.838682,-0.0071256817,42.35,6150000,0.07476599
124,0.06825301,62000,0.8022415190935135,839.3059694766998,2.155523442803096,8617,2.1286116,0.006174849,3.1993756,-0.0067762346,47.92,6200000,0.073241994
125,0.06341687,62500,0.8014527261257172,845.6263160705566,0.9947766660212074,8158,2.0930228,0.0065664332,3.0456192,-0.0070072995,43.27,6250000,0.07975601
126,0.060624093,63000,0.8293494582176208,852.3113293647766,1.3596460802959336,8081,2.0697138,0.0068046683,2.8459475,-0.0077309394,40.28,6300000,0.085012
127,0.07486315,63500,0.8019114136695862,858.9598250389099,1.0558073413491365,8329,2.0512104,0.0066272174,3.4446912,-0.007554382,39.89,6350000,0.08054999
128,0.06964692,64000,0.8273888230323792,865.500194311142,1.2703014966870978,7798,2.0321128,0.0065684235,2.7126272,-0.0073760967,42.26,6400000,0.080992006
129,0.07495209,64500,0.8070315420627594,872.5619592666626,1.3361544392682845,8163,2.0049245,0.0063670743,3.3137407,-0.006579616,47.13,6450000,0.076543994
130,0.07078256,65000,0.828859344124794,879.1722023487091,1.146446656026601,7936,1.9730414,0.0063430225,2.7262206,-0.007357134,42.66,6500000,0.07665802
131,0.06885732,65500,0.8465078622102737,885.9644756317139,1.5993508324034338,7851,1.9473621,0.006788553,2.4483001,-0.007378052,44.06,6550000,0.08349401
132,0.07591525,66000,0.7906844317913055,892.7190082073212,0.9062872731222887,7754,1.9236888,0.0058912085,3.4511545,-0.0066387076,43.94,6600000,0.069304
133,0.07532809,66500,0.786474421620369,899.7541351318359,1.2727160214757895,8000,1.9020352,0.006436466,3.5825493,-0.0068843025,47.58,6650000,0.078108
134,0.061824884,67000,0.8204099237918854,906.5209653377533,1.3519748219643952,8080,1.8823773,0.006968074,2.8787494,-0.0074840575,44.48,6700000,0.087394
135,0.07365367,67500,0.8311897665262222,913.2405457496643,0.7694280244976107,7834,1.8667922,0.0062271184,2.74758,-0.0070600547,35.01,6750000,0.074688
136,0.070480324,68000,0.789456695318222,920.2501578330994,1.3536364326020702,8080,1.8445101,0.0060272873,3.4337277,-0.0064789997,41.51,6800000,0.070420004
137,0.06815029,68500,0.8168490678071976,927.003936290741,2.007738877461961,7775,1.8194462,0.006837949,2.8570347,-0.0074334396,48.91,6850000,0.08466599
138,0.08559241,69000,0.8070555925369263,933.7045269012451,1.5003828183969745,7860,1.789929,0.006945614,3.410331,-0.008046879,40.51,6900000,0.08531999
139,0.07794544,69500,0.7810669839382172,940.5185267925262,0.7872484303162491,7811,1.747612,0.0068132896,3.6923292,-0.006373319,41.92,6950000,0.08324599
140,0.073753916,70000,0.7980445623397827,947.3557693958282,1.301015233342623,7886,1.7163343,0.0070344848,3.1564164,-0.0071637277,39.29,7000000,0.08769801
141,0.082257636,70500,0.8080204576253891,954.2330462932587,2.288349898798988,7588,1.7008787,0.006627732,3.087643,-0.006520386,45.4,7050000,0.08054799
142,0.074120216,71000,0.8057050406932831,961.1621265411377,1.450511222185596,7769,1.676249,0.0068930476,3.1028216,-0.007345565,47.05,7100000,0.08625001
143,0.07891902,71500,0.8075632154941559,968.225056886673,2.0911482748622077,7879,1.6431009,0.0071225874,3.3480875,-0.0072538103,52.23,7150000,0.08811001
144,0.07737458,72000,0.8060692548751831,975.0371103286743,1.1501726814184077,8022,1.6097714,0.006443357,3.2086327,-0.007172117,48.21,7200000,0.07884401
145,0.07106528,72500,0.8243119865655899,981.8112246990204,1.2011621139614,7825,1.5679741,0.007519622,2.8407307,-0.007493036,46.35,7250000,0.092864
146,0.07632126,73000,0.8387686610221863,988.6540987491608,0.7316546345825918,7702,1.5325392,0.006653584,2.7239475,-0.0068246694,42.33,7300000,0.08214999
147,0.080158606,73500,0.8193948119878769,995.7844293117523,1.3753997997884289,8165,1.5021644,0.007157237,3.0831015,-0.006978242,48.27,7350000,0.089432
148,0.08518991,74000,0.805725023150444,1002.5285751819611,0.5517914214788471,7867,1.4698361,0.0069790976,3.3572998,-0.0068002623,37.97,7400000,0.08611402
149,0.08412641,74500,0.8153591006994247,1009.467925786972,1.63325483579727,8353,1.4449763,0.0065707685,3.2839515,-0.0068293787,44.18,7450000,0.080240004
150,0.07755258,75000,0.8027321696281433,1016.0550842285156,1.7055004062521038,7973,1.4220357,0.0066968473,3.6164188,-0.0075976183,44.42,7500000,0.08241399
151,0.08069389,75500,0.8275639414787292,1022.9011850357056,1.391212329214759,8062,1.3978353,0.0067916615,3.0842698,-0.007287062,42.56,7550000,0.08388403
152,0.085267276,76000,0.8019052296876907,1029.7341079711914,1.4660735673103773,7971,1.3700492,0.0075082434,3.3592706,-0.0067087854,43.09,7600000,0.095358
153,0.07732731,76500,0.8257774859666824,1036.5970933437347,1.7026832222519444,8229,1.3530823,0.006647593,2.954939,-0.006730089,44.49,7650000,0.08205598
154,0.072508454,77000,0.8456155806779861,1042.987319946289,1.066430426133884,7901,1.3250068,0.0071834694,2.644996,-0.007719595,46.67,7700000,0.089885995
155,0.082244836,77500,0.8421347737312317,1049.8873262405396,1.784059767958679,8325,1.2924659,0.007819749,2.8847167,-0.0075803595,47.74,7750000,0.100144
156,0.088341564,78000,0.8208843767642975,1056.2836844921112,1.7965357059966482,7726,1.2598599,0.0074681975,3.3583894,-0.0072479434,41.79,7800000,0.093824
157,0.070804074,78500,0.8302257359027863,1063.2572085857391,1.681290901612374,7948,1.2275244,0.007181077,3.0444295,-0.007451373,46.08,7850000,0.09029601
158,0.08931593,79000,0.831121176481247,1069.8773965835571,1.586468178662617,7868,1.2049694,0.0067478134,3.242216,-0.0070179077,51.66,7900000,0.08331797
159,0.08035306,79500,0.7828311622142792,1076.799557685852,0.9641870286535049,7869,1.1875927,0.0071944487,3.7076163,-0.007393094,41.72,7950000,0.09122
160,0.08247469,80000,0.8012390732765198,1083.7119896411896,1.013229617785837,7697,1.1719495,0.007273106,3.3250756,-0.006587987,40.33,8000000,0.09195201
161,0.08135703,80500,0.8345682770013809,1090.70410490036,1.6930318551021628,7802,1.1512789,0.0073086387,2.9431214,-0.0072614904,44.17,8050000,0.09165
162,0.08692733,81000,0.8094220906496048,1097.6738727092743,1.0802012241472403,7813,1.1305661,0.00757542,3.4439652,-0.0072874003,43.24,8100000,0.097018
163,0.08888244,81500,0.8408555239439011,1104.4744420051575,1.2242586080473847,7942,1.1203396,0.0070378426,2.776313,-0.0074220346,41.54,8150000,0.08846399
164,0.08901644,82000,0.7878679782152176,1111.3584985733032,1.2366180456716394,8045,1.1015668,0.0066824253,3.8073792,-0.007195985,44.23,8200000,0.080908015
165,0.08211403,82500,0.8331089615821838,1118.192055463791,1.0445668672240571,7770,1.0792035,0.0069239303,2.8497393,-0.007805879,42.29,8250000,0.08593798
166,0.08371638,83000,0.8125382512807846,1125.155284166336,1.979731431331893,8224,1.0502057,0.007120503,3.250385,-0.0075492095,45.82,8300000,0.08850601
167,0.082136765,83500,0.819322258234024,1131.7272288799286,2.06950309064905,7938,1.0211251,0.00783795,3.1330814,-0.007167799,46.32,8350000,0.099481985
168,0.096722975,84000,0.8222208619117737,1138.3143737316132,1.6199554419884226,7766,0.9923146,0.007299509,3.1911225,-0.00757343,42.57,8400000,0.09163599
169,0.082152136,84500,0.8249174952507019,1145.2275166511536,1.2326054717421357,8054,0.967031,0.0072602932,3.1293116,-0.00716755,43.82,8450000,0.091951996
170,0.07979287,85000,0.8295761495828629,1151.9431338310242,1.0989597568694445,8121,0.95802134,0.007584598,2.7889755,-0.00663149,44.97,8500000,0.09732997
171,0.085973196,85500,0.805933877825737,1158.6657960414886,1.7131643376661487,7919,0.93480575,0.007441738,3.469823,-0.007232694,44.12,8550000,0.09464001
172,0.081703976,86000,0.8028799891471863,1165.5674436092377,1.4849100562892272,8009,0.9075248,0.007819122,3.2074249,-0.007016608,45.92,8600000,0.101484016
173,0.080158226,86500,0.8425452709197998,1172.4879751205444,0.8996278974297457,8025,0.8787091,0.0072771,2.6800191,-0.007948047,41.82,8650000,0.092062
174,0.0813394,87000,0.8363577872514725,1179.2646312713623,1.656731280797685,8133,0.8586067,0.0074253683,2.8962815,-0.007534387,43.76,8700000,0.09414198
175,0.08376771,87500,0.8398117870092392,1186.0812771320343,1.0595939396966423,7773,0.8369922,0.008679341,2.7390046,-0.008087985,41.37,8750000,0.112417996
176,0.08779624,88000,0.8247263580560684,1192.8892114162445,1.5344623824995507,8019,0.8136902,0.007724751,3.1238797,-0.007800179,46.09,8800000,0.099341996
177,0.08333463,88500,0.8464033603668213,1199.6686313152313,2.2984568373380534,7945,0.7935815,0.0079843225,2.8632214,-0.0076165115,49.33,8850000,0.103755996
178,0.09079418,89000,0.8138870298862457,1206.5778770446777,2.1650376826371938,7694,0.77222985,0.007161308,3.4505024,-0.0069935303,51.52,8900000,0.09049602
179,0.095684275,89500,0.8132996559143066,1213.6565284729004,1.6781827964221885,7889,0.7481877,0.0077770166,3.4157367,-0.0073932055,45.06,8950000,0.100618
180,0.08832255,90000,0.8387880772352219,1220.3968150615692,1.6682026247069006,7689,0.71588343,0.008311171,3.0290754,-0.0071398914,49.35,9000000,0.10676601
181,0.0937902,90500,0.8259318321943283,1227.3752071857452,1.8610434446152067,7963,0.6803955,0.008016488,3.1782455,-0.0073601534,45.53,9050000,0.10338602
182,0.09210135,91000,0.8454146683216095,1234.0475177764893,0.971024536504774,8255,0.65748703,0.008033604,2.8569,-0.007108603,39.59,9100000,0.10322599
183,0.093848184,91500,0.827838733792305,1240.5006656646729,1.743801388930442,7864,0.6380415,0.007596425,3.1456494,-0.0076824604,52.83,9150000,0.09690202
184,0.07909136,92000,0.8412008136510849,1247.2852928638458,2.3246854820015144,7803,0.6160118,0.0075520067,2.8040564,-0.0077492176,55.02,9200000,0.09671
185,0.09041963,92500,0.838147908449173,1254.3145487308502,1.982424476963206,8059,0.5868066,0.0074593155,3.0728683,-0.0076752417,52.63,9250000,0.094352
186,0.09428172,93000,0.8375329524278641,1261.0014984607697,1.2011562177822634,7895,0.5552436,0.008274344,3.0301893,-0.0075821406,41.24,9300000,0.107124016
187,0.091786444,93500,0.8470100164413452,1267.8763468265533,1.8055640950458474,7984,0.5275288,0.0088401195,2.7107253,-0.0075034853,44.95,9350000,0.11783599
188,0.08135492,94000,0.8433363288640976,1274.5441427230835,1.7598298710605014,8232,0.50273275,0.007875809,2.789913,-0.007832405,43.6,9400000,0.10086601
189,0.09350341,94500,0.8368405550718307,1281.163055896759,2.064358237833876,8006,0.47514027,0.007839987,3.0550354,-0.00804651,47.1,9450000,0.101611994
190,0.075142056,95000,0.8429688513278961,1287.9028120040894,1.0822455333732068,7923,0.45248967,0.007825038,2.7722812,-0.0076618493,42.95,9500000,0.10109601
191,0.0918289,95500,0.8509180098772049,1294.6915924549103,1.507100456483895,7908,0.4218375,0.007904713,2.9164484,-0.0075103706,46.73,9550000,0.10116801
192,0.079941355,96000,0.8561751842498779,1301.6372892856598,1.6236176853603683,7994,0.38735417,0.008554499,2.6409702,-0.007687643,43.84,9600000,0.11156398
193,0.08931149,96500,0.8233267217874527,1308.4349629878998,1.688255703098621,7765,0.3709848,0.008102521,3.372464,-0.0061865915,45.67,9650000,0.10616201
194,0.090977736,97000,0.8685822188854218,1315.3540246486664,2.194398534323882,7807,0.3456943,0.008945274,2.4374976,-0.0077173905,49.79,9700000,0.11704602
195,0.09590446,97500,0.8474856168031693,1322.207638502121,1.723393890141888,7702,0.31623954,0.008270403,2.8565183,-0.0076346872,48.77,9750000,0.10843799
196,0.09705121,98000,0.8432367146015167,1329.2808775901794,2.3561961904946656,7771,0.28866157,0.008200062,2.7744696,-0.006831624,46.05,9800000,0.105382025
197,0.08420063,98500,0.8650447428226471,1336.3423767089844,2.3932460341837576,7722,0.27395245,0.008852455,2.427649,-0.008147562,52.57,9850000,0.117042005
198,0.091435626,99000,0.829327329993248,1343.3350992202759,1.3220987918344327,7577,0.25597262,0.008534239,3.1394088,-0.007522586,41.95,9900000,0.11202397
199,0.094021864,99500,0.8392965346574783,1350.2149558067322,2.007755841232938,7755,0.22459887,0.008210122,2.969802,-0.0069732927,43.87,9950000,0.10634402
200,0.09345877,100000,0.863187626004219,1357.2739112377167,2.522299519935623,7722,0.19881594,0.00816383,2.5583265,-0.007802023,53.88,10000000,0.106748
201,0.07960563,100500,0.8470289558172226,1364.2060928344727,2.362365809752373,8281,0.18468441,0.008712747,2.705803,-0.0070776194,48.92,10050000,0.11496599
202,0.09787268,101000,0.8273382186889648,1370.5142269134521,2.0100640960234157,7741,0.1640586,0.00881145,3.276387,-0.007322019,50.89,10100000,0.114463985
203,0.0980123,101500,0.8299479186534882,1377.5472042560577,1.3598211278532109,8034,0.13092546,0.008611902,3.071435,-0.007483687,43.89,10150000,0.111872025
204,0.10275219,102000,0.8343636840581894,1384.3916885852814,1.9318942480999977,7740,0.10034851,0.008380165,3.258963,-0.006875704,42.09,10200000,0.10962201
205,0.10034705,102500,0.8367087095975876,1391.385231256485,1.5564109683896823,7774,0.077052504,0.008292217,3.2144222,-0.007615409,52.59,10250000,0.108116
206,0.09408858,103000,0.8342388272285461,1398.4405028820038,1.5361355981182714,7916,0.050596997,0.008881699,3.1244912,-0.007103279,49.27,10300000,0.116015986
207,0.0949244,103500,0.8340848088264465,1405.2569069862366,1.4242832227269537,8153,0.020276675,0.008419546,3.0559607,-0.008023964,43.24,10350000,0.11095599
208,0.0975817,104000,0.8400846719741821,1411.860160112381,0.6072775480759447,7719,-0.008705911,0.008303403,3.1114173,-0.0075316615,45.67,10400000,0.10766599
209,0.08343236,104500,0.8582570999860764,1418.823759317398,2.06610224704913,8306,-0.02953875,0.00911373,2.482394,-0.0072955154,55.0,10450000,0.119304016
210,0.10089785,105000,0.8343454301357269,1425.3938806056976,2.189345474691072,8278,-0.049411006,0.008935037,2.9956317,-0.008103686,46.43,10500000,0.117775984
211,0.09864542,105500,0.8281368911266327,1431.8649356365204,1.6492232071870967,7662,-0.074906185,0.008125647,3.2330046,-0.0072464915,49.51,10550000,0.10511003
212,0.09520547,106000,0.8299470990896225,1438.9422426223755,1.736055425991799,8027,-0.095931776,0.0085660145,3.1437385,-0.0069748824,47.53,10600000,0.11270601
213,0.10356157,106500,0.8006180971860886,1445.780745267868,1.7675811109557982,7743,-0.12047758,0.008731613,3.7886047,-0.00814044,51.72,10650000,0.11386
214,0.097497776,107000,0.8214894980192184,1452.8038544654846,1.4297039985812807,7743,-0.1454928,0.00875118,3.2801712,-0.0068277456,44.63,10700000,0.11454401
215,0.10103229,107500,0.8194877058267593,1459.9254052639008,2.1727992747634564,7812,-0.16450016,0.009067109,3.3670967,-0.006488492,43.18,10750000,0.11911601
216,0.09832194,108000,0.8306250870227814,1466.9891755580902,2.5151344337705814,7696,-0.17768228,0.009059715,3.2294946,-0.0074216854,51.21,10800000,0.11905202
217,0.09710616,108500,0.8245311975479126,1473.7925128936768,2.5036656654162655,8165,-0.19908509,0.009522415,3.3226428,-0.006635338,50.51,10850000,0.12523401
218,0.10723073,109000,0.8523454666137695,1480.3628385066986,2.0340603546109923,7741,-0.2218681,0.008668561,2.935954,-0.007866114,49.66,10900000,0.114602014
219,0.0941664,109500,0.8593950271606445,1487.182485818863,1.7470022999894719,7938,-0.24705933,0.008958695,2.5467405,-0.0085346885,47.12,10950000,0.118896
220,0.104684286,110000,0.8348794281482697,1493.9653856754303,2.2445673170889493,8085,-0.2720331,0.00959097,3.0160456,-0.006803612,42.7,11000000,0.12608403
221,0.10522279,110500,0.8389147818088531,1500.7488324642181,2.3584849685085647,7987,-0.29789928,0.008669603,3.1413672,-0.00690972,49.62,11050000,0.11359601
222,0.09618264,111000,0.8280156850814819,1507.575998544693,2.014490093136337,8272,-0.32560867,0.009023512,3.202192,-0.007407769,47.77,11100000,0.11919804
223,0.097076006,111500,0.8344216793775558,1514.0938782691956,2.6454254984158614,7883,-0.35470045,0.009360099,3.0911422,-0.007499838,55.73,11150000,0.122668
224,0.094756015,112000,0.856683149933815,1520.9739327430725,2.0320057302256465,8005,-0.38311172,0.009612616,2.7565851,-0.0075225704,48.21,11200000,0.127304
225,0.0964108,112500,0.8309314101934433,1527.705224275589,1.591801767384095,8127,-0.40392277,0.009353572,3.2534165,-0.0074877273,49.28,11250000,0.12586802
226,0.09116076,113000,0.8669137060642242,1534.2651963233948,2.0458147938457842,7895,-0.42783666,0.009529776,2.5680306,-0.007787837,45.73,11300000,0.12571001
227,0.09384291,113500,0.8429991751909256,1541.0383636951447,1.4689376826008083,8171,-0.4461169,0.009082802,2.9020257,-0.007958958,47.55,11350000,0.120296024
228,0.09805531,114000,0.825444370508194,1547.6012270450592,1.7654108873708174,8058,-0.4703494,0.009175601,3.2702324,-0.007476197,46.07,11400000,0.12037598
229,0.10891457,114500,0.8133819848299026,1554.3633692264557,2.279072410685767,8032,-0.49914426,0.009224323,3.6215262,-0.006963058,48.63,11450000,0.12053398
230,0.101330966,115000,0.8625718802213669,1561.0308828353882,1.8591003930841907,8451,-0.51963085,0.009892168,2.6492074,-0.006825875,48.7,11500000,0.13248597
231,0.09423592,115500,0.8276990801095963,1567.5654582977295,2.1148701711340983,8322,-0.5281578,0.010122248,3.4181614,-0.0068571935,49.76,11550000,0.13605201
232,0.10768095,116000,0.8676129132509232,1574.0522298812866,2.1421378946926417,8152,-0.5346437,0.009939722,2.6721082,-0.006893464,51.44,11600000,0.13340598
233,0.0929089,116500,0.7981725484132767,1580.774492263794,1.3647932557272724,8314,-0.5480068,0.008462753,3.838668,-0.0066160834,40.08,11650000,0.11120801
234,0.1024684,117000,0.8266133666038513,1587.1806991100311,2.65856771664985,7884,-0.5792867,0.009333666,3.455731,-0.0075226976,49.44,11700000,0.12204
235,0.09848334,117500,0.835937112569809,1593.9519095420837,1.3151942500617588,8271,-0.6018318,0.009100709,3.1699598,-0.00662546,45.17,11750000,0.121282
236,0.09559207,118000,0.8466292172670364,1600.4572322368622,1.9458293190665428,7921,-0.6239544,0.009341496,2.9960592,-0.0072200103,50.41,11800000,0.122540005
237,0.09357677,118500,0.8541457653045654,1607.2684977054596,1.7484675133778365,8254,-0.6426015,0.0098234555,2.88967,-0.008017588,45.73,11850000,0.13119999
238,0.10730075,119000,0.8485846221446991,1613.8922173976898,1.9743622705389863,7999,-0.65581506,0.009427739,2.879544,-0.006927797,45.9,11900000,0.12582602
239,0.08814626,119500,0.8608681261539459,1620.6103477478027,1.475377740175536,7692,-0.6796551,0.009692338,2.7165601,-0.007151314,46.0,11950000,0.128282
240,0.1023504,120000,0.8167497664690018,1627.7199158668518,1.9227467593044276,7816,-0.6945492,0.009525369,3.4476666,-0.0064203166,48.69,12000000,0.12639803
