serial_timesteps,policy_loss,approxkl,ep_reward_mean,n_updates,fps,ep_len_mean,explained_variance,true_reward,total_timesteps,clipfrac,value_loss,policy_entropy,time_elapsed
28500,-0.0048879897,0.006927394,-1.749872468307167,57,9921,32.95,0.6409724354743958,-0.32971868,2850000,0.084931985,3.2714355,6.2607837,311.38740372657776
29000,-0.0054803784,0.0067809927,-2.770515749359238,58,9859,32.93,0.17237740755081177,-0.39766198,2900000,0.06782199,101.79263,6.260875,317.005069732666
29500,-0.004583046,0.0045638466,-5.048408260732104,59,9862,36.89,0.19985371828079224,-0.38763437,2950000,0.046918005,73.61593,6.3112593,322.37282252311707
30000,-0.0035447883,0.005117117,-6.123445670449146,60,9936,32.52,0.2210262417793274,-0.36189556,3000000,0.05329801,33.56357,6.3339148,328.01739740371704
30500,-0.0034432248,0.0057848226,-5.458336683452257,61,9895,34.59,0.2830057740211487,-0.34566614,3050000,0.06498,21.728447,6.339529,333.57545828819275
31000,-0.004786742,0.0061260336,-2.612367237843937,62,9880,38.56,0.4317989945411682,-0.33990055,3100000,0.06890399,12.035274,6.3692255,339.23479080200195
31500,-0.0028059322,0.0055242316,-3.148819722944081,63,9924,35.94,0.3240068554878235,-0.34354207,3150000,0.061074,25.371965,6.384068,344.6484565734863
32000,-0.0041303467,0.005642556,-16.619709679202334,64,9911,35.75,0.24785441160202026,-0.35064113,3200000,0.05435399,36.860725,6.3982396,350.1951050758362
32500,-0.004401425,0.0064409627,-3.239933316101533,65,9811,39.35,0.29543304443359375,-0.34420928,3250000,0.066076,27.284874,6.400646,355.85087156295776
33000,-0.0038475557,0.00427001,-8.804084372624565,66,9910,36.56,0.34472227096557617,-0.35582495,3300000,0.040734,19.964678,6.3914185,361.49483823776245
33500,-0.0047260798,0.00429962,-1.434161251361511,67,9926,32.45,0.5657994747161865,-0.32722706,3350000,0.043993995,6.67672,6.4112225,366.95592284202576
34000,-0.0038896366,0.0062128813,-4.984789064615106,68,9896,35.2,0.4433589577674866,-0.33585727,3400000,0.07144,10.717399,6.4101796,372.55298018455505
34500,-0.00415592,0.007371642,-2.3518912282267412,69,9906,31.38,0.7730866223573685,-0.31589812,3450000,0.090010025,1.1437395,6.374846,378.07480239868164
35000,-0.007740037,0.009246724,-2.0655114712582145,70,9894,36.33,0.9544101729989052,-0.29770902,3500000,0.120796,0.17531006,6.3139257,383.6236891746521
35500,-0.0055225845,0.0081666615,-4.607242857845049,71,9923,44.02,0.8107221722602844,-0.3047416,3550000,0.10250798,1.0530907,6.264003,389.09328722953796
36000,-0.0073629385,0.0071817827,-2.112062266274952,72,9923,36.02,0.9569064676761627,-0.28833166,3600000,0.08601799,0.19276485,6.2064447,394.7497570514679
36500,-0.0034233746,0.007991353,-4.422130842193565,73,9908,34.87,0.8153773248195648,-0.28369048,3650000,0.104634,0.9044944,6.1739,400.3177046775818
37000,-0.0028357408,0.006313986,-6.28878723786464,74,9943,40.44,0.4990428686141968,-0.30320844,3700000,0.072136015,5.270322,6.1415586,405.8140780925751
37500,-0.0033444932,0.00773088,-4.75890876973177,75,9938,46.88,0.7768722623586655,-0.285166,3750000,0.095529996,1.6065706,6.103972,411.2223017215729
38000,-0.0068895067,0.008890467,-1.3085013966084489,76,9953,49.33,0.9549737274646759,-0.28066218,3800000,0.11639402,0.22988811,6.0559483,416.63365364074707
38500,-0.005534468,0.0069438964,-2.389925660692502,77,9879,75.12,0.9271014481782913,-0.25299728,3850000,0.08674598,0.53636545,6.030598,422.1366837024689
39000,-0.004256883,0.0067313523,-3.468536834261231,78,9912,111.43,0.8986825123429298,-0.23856312,3900000,0.082614005,1.0046688,6.0134335,427.65430998802185
39500,-0.005710002,0.005611834,1.0819060257867303,79,9941,126.72,0.9615693688392639,-0.20314297,3950000,0.062009986,0.46058026,5.978664,433.2734205722809
40000,-0.0057148216,0.0053305803,4.962475622702163,80,9932,204.91,0.9679041020572186,-0.17189187,4000000,0.05794399,0.5185343,5.9298687,438.74190402030945
40500,-0.0054846676,0.0052865185,4.790940228327356,81,9909,215.44,0.9629957675933838,-0.1746669,4050000,0.057467993,0.60689694,5.8915462,444.427627325058
41000,-0.0050209826,0.007836526,11.870935190281962,82,9923,231.25,0.9755339827388525,-0.1452514,4100000,0.09849001,0.54967487,5.8436832,449.8423161506653
41500,-0.0042205798,0.008209253,12.382397762038341,83,9931,237.42,0.9808013923466206,-0.14496087,4150000,0.10203402,0.4619218,5.789137,455.40035676956177
42000,-0.00531795,0.007756717,11.819983470703697,84,9864,224.75,0.9824684411287308,-0.1573021,4200000,0.097918,0.4367191,5.7513533,461.04760122299194
42500,-0.004365881,0.009322127,14.16942696475784,85,9935,265.19,0.9835335295647383,-0.12977195,4250000,0.12392602,0.4779154,5.724416,466.4543237686157
43000,-0.0050717215,0.008627302,17.15347736726302,86,9909,295.19,0.9863292779773474,-0.10550544,4300000,0.110555984,0.43524307,5.673146,471.94105887413025
43500,-0.004681908,0.008655944,16.652920837655248,87,9897,303.05,0.9858313044533134,-0.10225915,4350000,0.112062,0.4669198,5.6457677,477.55491733551025
44000,-0.0053180056,0.008441473,16.722414599553122,88,9916,272.09,0.9886334454640746,-0.12295963,4400000,0.10755804,0.38609365,5.601828,482.96621918678284
44500,-0.0059102844,0.007411022,18.529528087122618,89,9889,302.07,0.98676195461303,-0.09813394,4450000,0.09112199,0.46134678,5.5782695,488.52142310142517
45000,-0.005379866,0.00734776,18.039213249422993,90,9879,279.77,0.9884817777201533,-0.11384832,4500000,0.091122024,0.4111177,5.546276,493.8152539730072
45500,-0.0060444777,0.008191598,20.062281068337942,91,9892,306.62,0.9874512497335672,-0.09255154,4550000,0.10445402,0.4364497,5.5129414,499.34717178344727
46000,-0.004176827,0.008091644,21.82847922448429,92,9876,323.47,0.9869923638179898,-0.07763984,4600000,0.10273602,0.46771094,5.488641,504.9158778190613
46500,-0.0047779274,0.008712161,19.16972171039626,93,9910,299.11,0.9900720734149218,-0.09826456,4650000,0.108132,0.3648374,5.44945,510.2834916114807
47000,-0.004440818,0.0075759594,22.806805233479118,94,9941,325.37,0.9919456224888563,-0.07461509,4700000,0.09479802,0.30509305,5.410495,515.8245465755463
47500,-0.0039839735,0.0080105625,22.26656533546327,95,9891,327.58,0.9910797281190753,-0.07562937,4750000,0.10036999,0.32971382,5.3789887,521.3461825847626
48000,-0.004384509,0.007339415,22.932761235683518,96,9908,336.57,0.9918588474392891,-0.06620724,4800000,0.08972201,0.30878475,5.3453827,527.0257334709167
48500,-0.0049669906,0.007431635,22.94279654871114,97,9914,343.49,0.9905847245827317,-0.06278553,4850000,0.09094798,0.34963796,5.2967305,532.5757846832275
49000,-0.0041615856,0.0072354944,23.656679034709917,98,9931,345.57,0.9897606475278735,-0.058032427,4900000,0.08780199,0.38157317,5.2495375,538.1088907718658
49500,-0.003953862,0.008118558,22.820920831046752,99,9931,334.83,0.9917073007673025,-0.07003737,4950000,0.102853976,0.3253854,5.203745,543.508871793747
50000,-0.0040121363,0.009017663,23.447269755876583,100,9972,336.93,0.9918430233374238,-0.06615714,5000000,0.11876197,0.32608423,5.155324,549.13103556633
50500,-0.0033758879,0.0065628416,25.073958339640047,101,9902,357.99,0.9911041697487235,-0.04906881,5050000,0.078652,0.34593785,5.115555,554.4774570465088
51000,-0.0049608164,0.008742383,22.24845444445591,102,9900,318.01,0.9913440346717834,-0.084384315,5100000,0.112370014,0.36691552,5.050496,560.1716814041138
51500,-0.0035277007,0.009866924,25.733259718115068,103,9908,362.88,0.990006004460156,-0.04329171,5150000,0.134346,0.38203877,5.0034666,565.7764172554016
52000,-0.0029778394,0.009567645,24.854777888208606,104,9885,354.48,0.9923023721203208,-0.05210545,5200000,0.12755401,0.3080488,4.9566784,571.3377552032471
52500,-0.0037509385,0.010310893,26.364029952650817,105,9877,355.33,0.9930457272566855,-0.04859693,5250000,0.137908,0.27629295,4.8876915,576.851548910141
53000,-0.0041803606,0.010348396,28.43264349301611,106,9894,368.15,0.9940973911434412,-0.034994245,5300000,0.14137802,0.2247321,4.8576374,582.4247138500214
53500,-0.0045262603,0.010502453,25.474273207756013,107,9919,347.0,0.9908972773700953,-0.058673937,5350000,0.137358,0.39075133,4.825516,588.0750150680542
54000,-0.003652882,0.011565302,28.141855826720256,108,9911,369.76,0.9921558517962694,-0.035912946,5400000,0.15742798,0.3052665,4.7734833,593.6460690498352
54500,-0.0034370387,0.0090395585,26.708869136918633,109,9891,358.27,0.9922395064495504,-0.047027264,5450000,0.11945203,0.32455167,4.7424006,599.222841501236
55000,-0.0044112667,0.011554436,28.330763684538542,110,9920,376.69,0.9897870095446706,-0.03053509,5500000,0.15655398,0.39329338,4.712857,604.8457903862
55500,-0.004556153,0.008832963,26.32406765665179,111,9890,349.64,0.9927637637592852,-0.0515248,5550000,0.11164799,0.3150432,4.661028,610.3814840316772
56000,-0.004319784,0.010214495,29.008296638333942,112,9957,372.57,0.9934443728998303,-0.032232568,5600000,0.13546796,0.26293108,4.6241946,616.0000536441803
56500,-0.004636696,0.010101944,26.165069699529813,113,9948,358.63,0.9900699835270643,-0.04900105,5650000,0.13456202,0.42756173,4.5966988,621.4242515563965
57000,-0.004320993,0.010082627,27.681129866962785,114,9963,372.42,0.9923604046925902,-0.03637471,5700000,0.13573399,0.30494705,4.5529833,626.9634096622467
57500,-0.0035895132,0.010206746,28.312122404007752,115,9933,370.01,0.9926556418649852,-0.034047496,5750000,0.13524398,0.2960579,4.5011125,632.3413927555084
58000,-0.0035475153,0.011705906,28.84210396280878,116,9932,380.42,0.9935513492673635,-0.026841631,5800000,0.16121401,0.2511357,4.449336,638.0012865066528
58500,-0.0040274747,0.009468928,28.037787792689123,117,9945,364.68,0.9931871760636568,-0.036364764,5850000,0.12718202,0.28354222,4.39798,643.6466302871704
59000,-0.00514723,0.012262633,31.312040557144883,118,9945,395.8,0.99410136975348,-0.0121673215,5900000,0.167534,0.20792276,4.359049,649.2271690368652
59500,-0.003825651,0.011347796,30.594992510904884,119,9878,393.74,0.9921087622642517,-0.012326076,5950000,0.14767799,0.28286257,4.2900343,654.5447864532471
60000,-0.0040069916,0.010623358,29.605657318024733,120,9912,382.55,0.9934524390846491,-0.023292767,6000000,0.14567399,0.25455642,4.2624636,660.0576710700989
60500,-0.0037269234,0.013478157,28.223009649853303,121,9903,364.63,0.9933364330790937,-0.037691236,6050000,0.18288998,0.27935705,4.2185345,665.5860729217529
61000,-0.004132691,0.012505715,28.84375731289215,122,9919,375.7,0.9949041274376214,-0.0314625,6100000,0.171082,0.2050942,4.170393,671.1763219833374
61500,-0.0050914222,0.010589928,28.40793817758911,123,9940,373.17,0.9935589921660721,-0.034757473,6150000,0.14017999,0.26297304,4.1214223,676.6958246231079
62000,-0.0040213075,0.011996849,29.805735332129736,124,9922,386.94,0.9939531036652625,-0.02019179,6200000,0.16374402,0.22805475,4.078193,682.2213661670685
62500,-0.0035553887,0.0127933035,28.772989947834844,125,9929,382.5,0.9932195725850761,-0.026105942,6250000,0.17417201,0.26131514,4.04852,687.8563652038574
63000,-0.0051033474,0.011329658,29.01702362928829,126,9910,390.2,0.9937534756027162,-0.020343686,6300000,0.14886995,0.23248075,4.010045,693.3659365177155
63500,-0.0038808882,0.011254302,30.79105636912436,127,9892,395.06,0.9938238495960832,-0.0140618095,6350000,0.152422,0.22232784,3.966286,698.9092528820038
64000,-0.0035246676,0.012227389,30.48641232078484,128,9888,404.97,0.9905468784272671,-0.0067699123,6400000,0.16850194,0.3157503,3.9282055,704.4170942306519
64500,-0.004706586,0.014417474,28.9424175623291,129,9924,391.69,0.9928729603998363,-0.017405966,6450000,0.19774805,0.26117635,3.904093,709.8555462360382
65000,-0.0050413716,0.01305702,30.51775208084105,130,9885,402.42,0.9930151179432869,-0.008633894,6500000,0.177598,0.23709752,3.8739963,715.3622763156891
65500,-0.003590803,0.013121419,29.44778908003103,131,9883,401.69,0.9922221535816789,-0.012675994,6550000,0.17967598,0.26308632,3.8309515,720.8124310970306
66000,-0.0037233022,0.012043072,29.895314746932492,132,9907,394.75,0.9941192991100252,-0.014869171,6600000,0.16702598,0.20730059,3.7911625,726.2112867832184
66500,-0.0039174194,0.013370722,30.22101550442669,133,9883,406.81,0.9932358642108738,-0.0061646374,6650000,0.18116195,0.2194715,3.7530167,731.790224313736
67000,-0.0037983814,0.015639508,30.92472671003914,134,9923,395.65,0.9946326776407659,-0.013045902,6700000,0.21213202,0.19224964,3.7237976,737.363532781601
67500,-0.004074371,0.015294838,32.86714132428303,135,9941,427.39,0.9947154400870204,0.013816507,6750000,0.21049201,0.1423717,3.6878815,742.8371465206146
68000,-0.0048480285,0.015502853,29.04287151265331,136,9910,384.45,0.9948100396431983,-0.025298696,6800000,0.21575595,0.19971445,3.6410096,748.3172574043274
68500,-0.003696866,0.0181455,33.549754042874426,137,9897,420.35,0.9933811328373849,0.010644047,6850000,0.23756006,0.19404262,3.6064768,753.9653122425079
69000,-0.0036953774,0.015000502,33.785889166135895,138,9919,419.29,0.9922467861324549,0.010860887,6900000,0.20345402,0.23359208,3.5701418,759.6204187870026
69500,-0.0045995004,0.01252738,32.50690988941982,139,9938,412.54,0.9944856255315244,0.0015076505,6950000,0.17202795,0.17617874,3.5314615,765.1506583690643
70000,-0.0046687652,0.011254009,32.91997601627959,140,9937,414.63,0.9937399188056588,0.0050342777,7000000,0.15265599,0.19767588,3.5002434,770.4679288864136
70500,-0.004273192,0.010436177,33.1656962133628,141,9936,417.18,0.9941478269174695,0.0074894307,7050000,0.13762,0.17800349,3.4763422,775.9495866298676
71000,-0.004105551,0.012467397,33.25609513548452,142,9944,413.03,0.994153271894902,0.0062185805,7100000,0.16813196,0.18642704,3.453166,781.5275020599365
71500,-0.004216978,0.012347583,32.12070905682405,143,9947,409.69,0.9945423100143671,8.1950304e-05,7150000,0.16582203,0.17965786,3.4115336,787.1566007137299
72000,-0.003975526,0.010618861,30.979901262717643,144,9950,407.01,0.993763864506036,-0.0045301537,7200000,0.141092,0.21336861,3.3770044,792.3873155117035
72500,-0.0049036997,0.016309075,30.637644393862328,145,9950,411.82,0.9923456851392984,-0.0032043557,7250000,0.22347996,0.24916913,3.3540266,797.979484796524
73000,-0.003765023,0.018773835,28.98660296418582,146,9860,428.74,0.9859304623678327,0.004913031,7300000,0.24860792,0.42069963,3.322139,803.400514125824
73500,-0.0033784786,0.01604135,30.387836112181887,147,9925,395.77,0.9948892942629755,-0.015212887,7350000,0.216842,0.1865866,3.2766938,808.7070400714874
74000,-0.004465063,0.014309097,31.664088303684345,148,9946,406.57,0.9939038334414363,-0.0037708795,7400000,0.19860399,0.2065031,3.2449632,814.1285119056702
74500,-0.004027133,0.01572183,32.28721708958366,149,9912,413.39,0.9928997685201466,0.0031602802,7450000,0.21109594,0.22947554,3.2045853,819.6307895183563
75000,-0.0040753605,0.013570491,31.201200256093376,150,9949,404.39,0.992387720849365,-0.006365011,7500000,0.18017204,0.2708367,3.1734273,825.2082054615021
75500,-0.0034130313,0.016313989,33.65242972338457,151,9923,413.61,0.9961114441975951,0.0057343105,7550000,0.222804,0.12179956,3.165495,830.8337490558624
76000,-0.005018425,0.014456237,32.764040858287714,152,9890,416.77,0.9932075012475252,0.005929591,7600000,0.19096401,0.21198517,3.1717315,836.4367134571075
76500,-0.0037960222,0.015796885,33.242621124876855,153,9901,426.13,0.9921042341738939,0.012961048,7650000,0.201878,0.22759217,3.1432617,842.0160620212555
77000,-0.004516868,0.01607649,32.11484397686417,154,9901,414.71,0.9955497807823122,0.0015395285,7700000,0.21711197,0.1410834,3.10607,847.4493381977081
77500,-0.0029852686,0.016377563,32.21816320870408,155,9903,405.33,0.9942448362708092,-0.003460347,7750000,0.20990004,0.19687249,3.108216,852.9514076709747
78000,-0.0039616777,0.013005364,34.669037512081914,156,9832,430.3,0.995081739500165,0.019562077,7800000,0.17812002,0.13336404,3.0879214,858.600311756134
78500,-0.0058499738,0.0138445385,33.32999612524174,157,9909,415.99,0.9927831115201116,0.0050682425,7850000,0.17943802,0.23271705,3.068738,864.2510166168213
79000,-0.0038442072,0.013160664,31.942003562698446,158,9862,393.04,0.9961690222844481,-0.01273235,7900000,0.17749196,0.14437272,3.0431933,869.8655807971954
79500,-0.0035694528,0.013890866,33.44891295815296,159,9907,422.89,0.9935483462177217,0.011469141,7950000,0.18885598,0.19421539,3.0315158,875.3478283882141
80000,-0.004756134,0.013705438,32.354948905804974,160,9870,419.05,0.9939996870234609,0.006448789,8000000,0.19059405,0.18475294,3.0103757,880.743156671524
80500,-0.003978696,0.01442977,33.04424039199943,161,9816,411.52,0.9956209496594965,0.0014601927,8050000,0.18889,0.14441082,2.997989,886.187567949295
81000,-0.0033030107,0.016113974,33.069495209361556,162,9899,414.05,0.9954941873438656,0.0036683797,8100000,0.21779598,0.14456101,2.9549494,891.734797000885
81500,-0.005354092,0.012561717,32.44645713004098,163,9906,413.07,0.9937446364201605,0.001294527,8150000,0.16403396,0.20643492,2.9128253,897.3845467567444
82000,-0.0042666835,0.013163642,33.16287821722139,164,9925,417.91,0.993953594006598,0.0067127887,8200000,0.18146002,0.18868588,2.8904717,903.0342381000519
82500,-0.0038818421,0.015002196,34.77607192589404,165,9902,429.61,0.988308135420084,0.019080212,8250000,0.19777995,0.3317392,2.8670871,908.586784362793
83000,-0.004820278,0.01861305,35.404755961766824,166,9926,426.92,0.9938853597268462,0.0176594,8300000,0.23795407,0.1731736,2.8406491,914.1332054138184
83500,-0.0045149745,0.015692301,33.485594212361406,167,9919,416.08,0.9880311982706189,0.0049871015,8350000,0.204416,0.38928768,2.8366594,919.5505561828613
84000,-0.004621072,0.031798806,33.805380777274515,168,9939,422.3,0.9792511165142059,0.008776648,8400000,0.15602198,0.6976406,2.8665545,925.1982042789459
84500,-0.0052830847,0.018075798,34.98230659829842,169,9952,437.3,0.9939193776808679,0.024552312,8450000,0.23371597,0.15319087,2.8306217,930.8126430511475
85000,-0.0053804405,0.015196736,33.2034996159773,170,9918,424.11,0.9892082409933209,0.011105272,8500000,0.197446,0.32856482,2.823349,936.1660227775574
85500,-0.0062580616,0.013916315,31.61159995673142,171,9934,427.11,0.989848549477756,0.009754104,8550000,0.180652,0.3074006,2.8178952,941.8047733306885
86000,-0.004586669,0.0162787,33.30241668312403,172,9887,420.97,0.9928598632104695,0.009653566,8600000,0.21545404,0.22033699,2.8172216,947.0927679538727
86500,-0.00445055,0.013902149,33.945337640621,173,9889,418.68,0.9910861235111952,0.009599416,8650000,0.18661204,0.28378955,2.8320343,952.4211387634277
87000,-0.004281683,0.01566917,33.769233420437644,174,9850,438.94,0.9888478135690093,0.022543311,8700000,0.20033807,0.29604527,2.818607,957.9056978225708
87500,-0.0040577115,0.016035201,35.80276105638527,175,9905,430.09,0.9952554856427014,0.019617312,8750000,0.22323,0.13257189,2.7998435,963.439178943634
88000,-0.0035968698,0.01812136,33.84103686283732,176,9931,424.95,0.992363169323653,0.011888941,8800000,0.244662,0.2319549,2.7718656,969.1014263629913
88500,-0.004637962,0.0173959,33.05652799564486,177,9945,417.55,0.9929951587691903,0.0047317306,8850000,0.22168806,0.22846678,2.752311,974.4459073543549
89000,-0.0030946177,0.01786004,34.693709314882646,178,9851,430.45,0.9957448947243392,0.019460816,8900000,0.23784,0.11609237,2.733125,979.9230737686157
89500,-0.0037559194,0.015910486,35.0559673224051,179,9882,433.69,0.9907684056088328,0.020856323,8950000,0.21292801,0.25695843,2.7179098,985.4662239551544
90000,-0.0048139626,0.018126197,33.84472216231621,180,9903,419.81,0.993243021890521,0.010056397,9000000,0.232338,0.21113102,2.7054281,990.9876592159271
90500,-0.0035283722,0.023143392,34.223884632773306,181,9915,429.78,0.9934196304529905,0.014444264,9050000,0.28237802,0.1906726,2.6736014,996.5091915130615
91000,-0.0025406159,0.014934092,34.1864112080622,182,9902,422.82,0.993810195941478,0.011513448,9100000,0.19994402,0.18965235,2.6579177,1001.9499588012695
91500,-0.0027674662,0.01781045,34.09318442583752,183,9924,432.42,0.9887664709240198,0.018357312,9150000,0.22185205,0.31610024,2.6358972,1007.4647557735443
92000,-0.0045564496,0.015840806,34.22930871457696,184,9909,426.57,0.9938505878672004,0.012653293,9200000,0.20975403,0.18131645,2.600172,1013.0281007289886
92500,-0.0059513967,0.016198415,34.27874738635257,185,9905,423.87,0.9883836600929499,0.013293528,9250000,0.20508799,0.3538046,2.581933,1018.6384518146515
93000,-0.004176776,0.019054618,35.31781487498241,186,9949,439.27,0.9927445300854743,0.024614092,9300000,0.243856,0.18621534,2.5428534,1024.0290348529816
93500,-0.0056621744,0.016495517,34.14753334445617,187,9934,429.2,0.9824765808880329,0.015471101,9350000,0.20283604,0.5292204,2.5561323,1029.5837111473083
94000,-0.003497321,0.016225781,34.821062753032635,188,9929,441.69,0.9905620524659753,0.026073596,9400000,0.2143,0.23393449,2.5588071,1035.0029361248016
94500,-0.0051181107,0.017301982,35.014082377486666,189,9866,427.81,0.9886591257527471,0.015857065,9450000,0.22228602,0.33638358,2.5428,1040.403071641922
95000,-0.0037524772,0.017742427,32.7399108575956,190,9897,418.02,0.9907441902905703,0.0051128333,9500000,0.22153199,0.30025643,2.5294507,1045.9704587459564
95500,-0.0043907375,0.020614717,35.06934064109245,191,9922,424.61,0.9869365431368351,0.013909062,9550000,0.25618196,0.40550664,2.5273418,1051.5587675571442
96000,-0.0046062157,0.016746733,36.13425594336631,192,9894,434.05,0.9940464966930449,0.023403004,9600000,0.22445598,0.16166815,2.518731,1056.8818674087524
96500,-0.005689831,0.015430792,34.271985399426484,193,9915,428.95,0.9924642010591924,0.017156024,9650000,0.20187996,0.21610111,2.5211873,1062.2457942962646
97000,-0.0058905575,0.017153775,32.96079353786064,194,9923,427.88,0.9923574929125607,0.012871445,9700000,0.22523403,0.22819635,2.4758527,1067.639246225357
97500,-0.0037758944,0.021611338,37.400409230303794,195,9944,448.48,0.990542721003294,0.03492169,9750000,0.26726002,0.21761206,2.4504676,1073.1746294498444
98000,-0.0023020077,0.016432188,33.96470906984625,196,9953,420.61,0.993112085852772,0.009950028,9800000,0.214396,0.2141861,2.4246922,1078.6160941123962
98500,-0.0034367624,0.019192701,35.68472181004436,197,9856,432.9,0.992638987954706,0.020968294,9850000,0.23889199,0.20452452,2.380436,1083.8694450855255
99000,-0.0049705477,0.019073138,35.52958227861699,198,9899,436.83,0.9903630660846829,0.023944417,9900000,0.24245001,0.25598764,2.3750248,1089.4849956035614
99500,-0.005334447,0.016900327,34.84107145679933,199,9953,428.98,0.991839018650353,0.017248241,9950000,0.216438,0.23522818,2.368754,1095.117655992508
100000,-0.0041505094,0.020903632,34.27937316993857,200,9961,430.72,0.9929715688340366,0.016934711,10000000,0.262082,0.19802277,2.3560505,1100.6269674301147
100500,-0.0024108824,0.02366312,34.95963893030719,201,9932,433.01,0.9934057164937258,0.020173935,10050000,0.28838605,0.17947142,2.3255672,1105.9890456199646
101000,-0.00636937,0.015193137,31.430002907983962,202,9965,428.36,0.9892538711428642,0.009204824,10100000,0.19773002,0.32090035,2.3102343,1111.2603163719177
101500,-0.0056649004,0.01623895,32.718600495642434,203,9933,433.09,0.9833087157458067,0.013406072,10150000,0.18875198,0.49835342,2.2956083,1116.8544626235962
102000,-0.005770628,0.018204205,33.976339550408866,204,9929,438.31,0.9909146800637245,0.021325562,10200000,0.23005201,0.24191214,2.2777314,1122.1059846878052
102500,-0.005491615,0.019614367,37.039494078364626,205,9923,454.4,0.9928401331417263,0.038786266,10250000,0.25263196,0.14971894,2.2590744,1127.4045758247375
103000,-0.002887497,0.021133764,34.35822191691208,206,9940,428.48,0.9898641332983971,0.014194697,10300000,0.26859,0.3056753,2.2654095,1133.0057051181793
103500,-0.0033897066,0.01708475,34.948338014445454,207,9945,440.57,0.9923636894673109,0.025302405,10350000,0.22758001,0.19244972,2.2533991,1138.5245323181152
104000,-0.0018316655,0.02238078,34.98976725481485,208,9932,430.98,0.9930513254366815,0.017656807,10400000,0.27463207,0.2013582,2.2304099,1143.9882612228394
104500,-0.004633586,0.017285243,36.03036805952837,209,9883,450.04,0.9949005460366607,0.034207083,10450000,0.22127801,0.11180115,2.2195146,1149.5697302818298
105000,-0.0043937988,0.01666105,34.79429154634574,210,9907,422.37,0.9932299964129925,0.009945138,10500000,0.21632999,0.21657608,2.2092965,1155.2301833629608
105500,-0.0036367995,0.06711414,35.35601216706369,211,9874,439.11,0.7573955804109573,0.012218432,10550000,0.14034201,9.988654,2.1989331,1160.861153125763
106000,-0.005091772,0.017975243,34.871658534815836,212,9863,431.04,0.988475508056581,0.018051472,10600000,0.21950608,0.34077615,2.1658025,1166.2674174308777
106500,-0.00536066,0.02196134,35.864043250255,213,9915,448.25,0.9887633696198463,0.03262428,10650000,0.26355398,0.26398906,2.1518767,1171.8610455989838
107000,-0.0039771586,0.02179374,34.84990466395955,214,9907,441.11,0.9935823609121144,0.027101062,10700000,0.26447192,0.16189505,2.1162221,1177.4312152862549
107500,-0.005714792,0.017705714,35.19309243131542,215,9858,442.83,0.9890365023165941,0.027711986,10750000,0.20730399,0.2793647,2.0847886,1182.9161446094513
108000,-0.0035090838,0.021758795,36.100089858312,216,9913,441.12,0.9889551466330886,0.02924306,10800000,0.25801,0.27553213,2.0666387,1188.5494847297668
108500,-0.0038327933,0.02669635,35.29244731582743,217,9922,453.77,0.9824028816074133,0.036996044,10850000,0.32145,0.3839162,2.0585916,1194.2270376682281
109000,-0.006590196,0.019054914,35.0018831265078,218,9901,437.16,0.9798966590315104,0.022697842,10900000,0.21600601,0.5550709,2.052049,1199.702576637268
109500,-0.0049404544,0.019604374,36.654909666836446,219,9873,438.4,0.9943323112092912,0.028105568,10950000,0.25639,0.1427572,2.0201035,1205.058307647705
110000,-0.0025202406,0.026208851,35.71660056173131,220,9898,447.66,0.993826640304178,0.034371965,11000000,0.31926796,0.13804625,1.9983402,1210.5801222324371
110500,-0.0047964915,0.017870592,36.334117226817646,221,9887,447.58,0.9930085493251681,0.03317749,11050000,0.22923192,0.16421004,1.9823804,1216.187130689621
111000,-0.004718596,0.016720353,35.82589484965949,222,9958,432.19,0.9914847509935498,0.021003889,11100000,0.206172,0.24227117,1.9641676,1221.8477416038513
111500,-0.0058099558,0.02066345,34.770468139785514,223,9896,428.0,0.9930459726601839,0.016360981,11150000,0.22563197,0.20746763,1.9597769,1227.3878426551819
112000,-0.0034241667,0.018798122,34.710944599960015,224,9909,432.89,0.9950657770968974,0.019997243,11200000,0.24332398,0.1380556,1.9396679,1232.9382293224335
112500,-0.004124304,0.015657678,35.416988041932306,225,9920,445.19,0.9955017501488328,0.03038862,11250000,0.20763403,0.106640644,1.9060434,1238.222247838974
113000,-0.0066393493,0.113197505,34.6504263671463,226,9946,432.93,0.6617269814014435,-0.00023475906,11300000,0.11217999,20.476446,1.8858887,1243.816415309906
113500,-0.004482366,0.019219724,35.53101931945091,227,9967,423.45,0.9961714318487793,0.014884292,11350000,0.23322001,0.116516724,1.851943,1249.106056690216
114000,-0.0038100164,0.02653386,37.554364152790534,228,9991,449.9,0.9924421203322709,0.038182866,11400000,0.301844,0.16391066,1.8593413,1254.6422889232635
114500,-0.0033834905,0.019004032,36.392146908761696,229,9879,448.64,0.9947853391058743,0.03514054,11450000,0.25004596,0.11577747,1.8732538,1260.0501203536987
115000,-0.0037983027,0.015541761,37.64063279751459,230,9931,448.05,0.9962576308753341,0.036764447,11500000,0.203522,0.08120946,1.8407527,1265.6571717262268
115500,-0.0057783304,0.02091075,35.312955101502375,231,9942,434.22,0.9932238645851612,0.022009427,11550000,0.25675,0.1822969,1.8393439,1271.326596736908
116000,-0.0028238446,0.020752814,35.96887840143407,232,9952,451.25,0.9935849737375975,0.035995264,11600000,0.254478,0.14102383,1.8307506,1276.8686783313751
